date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Sep-01-2024 to Sep-07-2024,TX,Laguna Atascosa,19.33,26.23655,-97.3888,204781,2024-09-01,2024-09-07,Laguna Atascosa </br> 19.33%
Sep-01-2024 to Sep-07-2024,TX,Reservoir Number One,99.58,26.0565,-97.7273,205377,2024-09-01,2024-09-07,Reservoir Number One </br> 99.58%
Sep-01-2024 to Sep-07-2024,TX,Resaca de La Palma Reservoir,99.97,25.97196,-97.5511,207611,2024-09-01,2024-09-07,Resaca de La Palma Reservoir </br> 99.97%
Sep-01-2024 to Sep-07-2024,CO,Jackson Reservoir,86.99,40.39189,-104.074,224233,2024-09-01,2024-09-07,Jackson Reservoir </br> 86.99%
Sep-01-2024 to Sep-07-2024,CO,Riverside Reservoir,56.78,40.33816,-104.263,224311,2024-09-01,2024-09-07,Riverside Reservoir </br> 56.78%
Sep-01-2024 to Sep-07-2024,CO,Lower Latham Reservoir,83.73,40.34583,-104.639,224361,2024-09-01,2024-09-07,Lower Latham Reservoir </br> 83.73%
Sep-01-2024 to Sep-07-2024,CO,Empire Reservoir,81.32,40.2678,-104.163,224443,2024-09-01,2024-09-07,Empire Reservoir </br> 81.32%
Sep-01-2024 to Sep-07-2024,CO,Milton Reservoir,50.41,40.2264,-104.642,224573,2024-09-01,2024-09-07,Milton Reservoir </br> 50.41%
Sep-01-2024 to Sep-07-2024,CO,Standley Lake,4.1,39.86374,-105.124,228235,2024-09-01,2024-09-07,Standley Lake </br> 4.1%
Sep-01-2024 to Sep-07-2024,CO,Barr Lake,33.79,39.94319,-104.764,228919,2024-09-01,2024-09-07,Barr Lake </br> 33.79%
Sep-01-2024 to Sep-07-2024,CO,Cherry Creek Lake,13.83,39.64032,-104.855,229217,2024-09-01,2024-09-07,Cherry Creek Lake </br> 13.83%
Sep-01-2024 to Sep-07-2024,OK,Lake Hefner,13.64,35.56682,-97.5951,253350,2024-09-01,2024-09-07,Lake Hefner </br> 13.64%
Sep-01-2024 to Sep-07-2024,MI,Round Lake,2.63,46.15092,-86.7447,271501,2024-09-01,2024-09-07,Round Lake </br> 2.63%
Sep-01-2024 to Sep-07-2024,OK,Shell Lake,69.29,36.19126,-96.1797,368347,2024-09-01,2024-09-07,Shell Lake </br> 69.29%
Sep-01-2024 to Sep-07-2024,OK,Webbers Falls Reservoir,2.19,35.60737,-95.221,381408,2024-09-01,2024-09-07,Webbers Falls Reservoir </br> 2.19%
Sep-01-2024 to Sep-07-2024,OK,Canton Lake,82.61,36.12569,-98.6147,389774,2024-09-01,2024-09-07,Canton Lake </br> 82.61%
Sep-01-2024 to Sep-07-2024,OK,Tenkiller Lake,1.8,35.7169,-94.9482,399680,2024-09-01,2024-09-07,Tenkiller Lake </br> 1.8%
Sep-01-2024 to Sep-07-2024,OK,Tenkiller Ferry Lake,2.47,35.63059,-95.0342,402142,2024-09-01,2024-09-07,Tenkiller Ferry Lake </br> 2.47%
Sep-01-2024 to Sep-07-2024,OK,Lake Murray,3.07,34.07157,-97.0757,423160,2024-09-01,2024-09-07,Lake Murray </br> 3.07%
Sep-01-2024 to Sep-07-2024,OK,Stanley Draper Lake,6.79,35.35016,-97.356,481582,2024-09-01,2024-09-07,Stanley Draper Lake </br> 6.79%
Sep-01-2024 to Sep-07-2024,OK,Lake Thunderbird,69.61,35.23374,-97.2577,481656,2024-09-01,2024-09-07,Lake Thunderbird </br> 69.61%
Sep-01-2024 to Sep-07-2024,OK,Lake McMurtry,21.12,36.18245,-97.1858,491560,2024-09-01,2024-09-07,Lake McMurtry </br> 21.12%
Sep-01-2024 to Sep-07-2024,OK,Lake Carl Blackwell,65.89,36.13618,-97.228,491604,2024-09-01,2024-09-07,Lake Carl Blackwell </br> 65.89%
Sep-01-2024 to Sep-07-2024,OK,Lake McAlester,7.47,35.03047,-95.8296,510415,2024-09-01,2024-09-07,Lake McAlester </br> 7.47%
Sep-01-2024 to Sep-07-2024,OK,S Lake Eufaula,19.18,34.95741,-95.6102,513979,2024-09-01,2024-09-07,S Lake Eufaula </br> 19.18%
Sep-01-2024 to Sep-07-2024,OK,Dripping Springs Lake,2.57,35.56111,-96.1173,534887,2024-09-01,2024-09-07,Dripping Springs Lake </br> 2.57%
Sep-01-2024 to Sep-07-2024,OK,South Lake,2.15,34.0705,-95.4183,592596,2024-09-01,2024-09-07,South Lake </br> 2.15%
Sep-01-2024 to Sep-07-2024,OK,Pine Creek Reservoir,55.09,34.15248,-95.103,617546,2024-09-01,2024-09-07,Pine Creek Reservoir </br> 55.09%
Sep-01-2024 to Sep-07-2024,OK,Broken Bow Lake,2.41,34.21277,-94.6843,630011,2024-09-01,2024-09-07,Broken Bow Lake </br> 2.41%
Sep-01-2024 to Sep-07-2024,OK,Lake Ellsworth,56.52,34.82354,-98.3534,672210,2024-09-01,2024-09-07,Lake Ellsworth </br> 56.52%
Sep-01-2024 to Sep-07-2024,OK,Lake Lawtonka,64.98,34.75722,-98.5078,672260,2024-09-01,2024-09-07,Lake Lawtonka </br> 64.98%
Sep-01-2024 to Sep-07-2024,OK,Fort Cobb Reservoir,72.48,35.19674,-98.483,681831,2024-09-01,2024-09-07,Fort Cobb Reservoir </br> 72.48%
Sep-01-2024 to Sep-07-2024,ME,Long Lake,4.39,46.625,-69.3767,717696,2024-09-01,2024-09-07,Long Lake </br> 4.39%
Sep-01-2024 to Sep-07-2024,ME,Clear Lake,2.92,46.52027,-69.1287,717824,2024-09-01,2024-09-07,Clear Lake </br> 2.92%
Sep-01-2024 to Sep-07-2024,ME,Heron-Churchill Lakes,1.41,46.37289,-69.3412,719480,2024-09-01,2024-09-07,Heron-Churchill Lakes </br> 1.41%
Sep-01-2024 to Sep-07-2024,ME,Pleasant Lake,1.91,46.47316,-69.1799,719490,2024-09-01,2024-09-07,Pleasant Lake </br> 1.91%
Sep-01-2024 to Sep-07-2024,ME,Spider Lake,1.7,46.44826,-69.2087,719500,2024-09-01,2024-09-07,Spider Lake </br> 1.7%
Sep-01-2024 to Sep-07-2024,ME,Haymock Lake,0.99,46.30324,-69.1849,719644,2024-09-01,2024-09-07,Haymock Lake </br> 0.99%
Sep-01-2024 to Sep-07-2024,ME,Indian Pond,0.84,46.25543,-69.2934,719684,2024-09-01,2024-09-07,Indian Pond </br> 0.84%
Sep-01-2024 to Sep-07-2024,ME,Long Lake,1.58,47.20638,-68.241,723898,2024-09-01,2024-09-07,Long Lake </br> 1.58%
Sep-01-2024 to Sep-07-2024,ME,Mud Lake,1.05,47.15382,-68.292,723936,2024-09-01,2024-09-07,Mud Lake </br> 1.05%
Sep-01-2024 to Sep-07-2024,ME,Square Lake,1.6,47.06451,-68.4067,723938,2024-09-01,2024-09-07,Square Lake </br> 1.6%
Sep-01-2024 to Sep-07-2024,ME,Fish River Lake,3.56,46.82865,-68.7736,725058,2024-09-01,2024-09-07,Fish River Lake </br> 3.56%
Sep-01-2024 to Sep-07-2024,ME,Portage Lake,3.06,46.78602,-68.5091,725074,2024-09-01,2024-09-07,Portage Lake </br> 3.06%
Sep-01-2024 to Sep-07-2024,KS,Perry Lake,10.99,39.18347,-95.4522,746373,2024-09-01,2024-09-07,Perry Lake </br> 10.99%
Sep-01-2024 to Sep-07-2024,ME,Madawaska Lake,12.26,47.02536,-68.2131,802433,2024-09-01,2024-09-07,Madawaska Lake </br> 12.26%
Sep-01-2024 to Sep-07-2024,ME,Squapan Lake,3.41,46.54401,-68.2436,803413,2024-09-01,2024-09-07,Squapan Lake </br> 3.41%
Sep-01-2024 to Sep-07-2024,ME,Millinocket Lake,1.17,46.29874,-68.8853,806283,2024-09-01,2024-09-07,Millinocket Lake </br> 1.17%
Sep-01-2024 to Sep-07-2024,ME,Umcolcus Lake,2.46,46.28783,-68.4356,806301,2024-09-01,2024-09-07,Umcolcus Lake </br> 2.46%
Sep-01-2024 to Sep-07-2024,ME,Millimagassett Lake,0.56,46.28425,-68.7835,806311,2024-09-01,2024-09-07,Millimagassett Lake </br> 0.56%
Sep-01-2024 to Sep-07-2024,ME,Meduxnekeag Lake,1.79,46.09414,-68.0295,817877,2024-09-01,2024-09-07,Meduxnekeag Lake </br> 1.79%
Sep-01-2024 to Sep-07-2024,OK,Lake Yahola,18.74,36.22022,-95.9341,847048,2024-09-01,2024-09-07,Lake Yahola </br> 18.74%
Sep-01-2024 to Sep-07-2024,CO,Holbrook Reservoir,44.63,38.06316,-103.61,914071,2024-09-01,2024-09-07,Holbrook Reservoir </br> 44.63%
Sep-01-2024 to Sep-07-2024,CO,Turquoise Lake,3.48,39.26924,-106.383,916247,2024-09-01,2024-09-07,Turquoise Lake </br> 3.48%
Sep-01-2024 to Sep-07-2024,CO,Twin Lakes,1.96,39.08425,-106.333,916361,2024-09-01,2024-09-07,Twin Lakes </br> 1.96%
Sep-01-2024 to Sep-07-2024,CO,Twin Lakes Reservoir,2.37,39.07928,-106.365,916363,2024-09-01,2024-09-07,Twin Lakes Reservoir </br> 2.37%
Sep-01-2024 to Sep-07-2024,CO,Trinidad Lake,2.11,37.13644,-104.576,936750,2024-09-01,2024-09-07,Trinidad Lake </br> 2.11%
Sep-01-2024 to Sep-07-2024,CO,Lake Henry,83.72,38.26428,-103.709,975120,2024-09-01,2024-09-07,Lake Henry </br> 83.72%
Sep-01-2024 to Sep-07-2024,CO,Lake Meredith,81.34,38.19088,-103.703,975154,2024-09-01,2024-09-07,Lake Meredith </br> 81.34%
Sep-01-2024 to Sep-07-2024,TX,Lake A,1.32,33.10272,-95.0664,1010018,2024-09-01,2024-09-07,Lake A </br> 1.32%
Sep-01-2024 to Sep-07-2024,TX,Lake Cypress Springs,55.33,33.05924,-95.1886,1010164,2024-09-01,2024-09-07,Lake Cypress Springs </br> 55.33%
Sep-01-2024 to Sep-07-2024,TX,Lake O' the Pines,26.27,32.80087,-94.6107,1010832,2024-09-01,2024-09-07,Lake O' the Pines </br> 26.27%
Sep-01-2024 to Sep-07-2024,ME,Spencer Pond,1.65,45.74255,-69.5687,1021378,2024-09-01,2024-09-07,Spencer Pond </br> 1.65%
Sep-01-2024 to Sep-07-2024,ME,First Roach Pond,1.5,45.65463,-69.3792,1021504,2024-09-01,2024-09-07,First Roach Pond </br> 1.5%
Sep-01-2024 to Sep-07-2024,ME,Mountain View Pond,2.42,45.51955,-69.6901,1021692,2024-09-01,2024-09-07,Mountain View Pond </br> 2.42%
Sep-01-2024 to Sep-07-2024,ME,Long Pond,2.16,45.62674,-70.0871,1023054,2024-09-01,2024-09-07,Long Pond </br> 2.16%
Sep-01-2024 to Sep-07-2024,ME,Wood Pond,1.57,45.61972,-70.2776,1023066,2024-09-01,2024-09-07,Wood Pond </br> 1.57%
Sep-01-2024 to Sep-07-2024,ME,Attean Pond,1.44,45.56945,-70.2854,1023120,2024-09-01,2024-09-07,Attean Pond </br> 1.44%
Sep-01-2024 to Sep-07-2024,ME,Joes Hole,4.91,45.30665,-69.8405,1024266,2024-09-01,2024-09-07,Joes Hole </br> 4.91%
Sep-01-2024 to Sep-07-2024,ME,Fish Pond,2.57,45.40137,-70.2919,1031381,2024-09-01,2024-09-07,Fish Pond </br> 2.57%
Sep-01-2024 to Sep-07-2024,ME,Flagstaff Lake,1.71,45.19867,-70.3081,1031669,2024-09-01,2024-09-07,Flagstaff Lake </br> 1.71%
Sep-01-2024 to Sep-07-2024,ME,West Carry Pond,3.21,45.16877,-70.1111,1031729,2024-09-01,2024-09-07,West Carry Pond </br> 3.21%
Sep-01-2024 to Sep-07-2024,GA,Lake Sinclair,2.64,33.20784,-83.2584,1054153,2024-09-01,2024-09-07,Lake Sinclair </br> 2.64%
Sep-01-2024 to Sep-07-2024,MN,White Bear Lake,1.93,45.0773,-92.9805,1097324,2024-09-01,2024-09-07,White Bear Lake </br> 1.93%
Sep-01-2024 to Sep-07-2024,MN,Coon Lake,3.28,45.30549,-93.1664,1098396,2024-09-01,2024-09-07,Coon Lake </br> 3.28%
Sep-01-2024 to Sep-07-2024,MN,Bald Eagle Lake,33.63,45.11416,-93.0156,1099052,2024-09-01,2024-09-07,Bald Eagle Lake </br> 33.63%
Sep-01-2024 to Sep-07-2024,MN,Lower Lake (Lake Minnetonka),2.05,44.93976,-93.556,1101590,2024-09-01,2024-09-07,Lower Lake (Lake Minnetonka) </br> 2.05%
Sep-01-2024 to Sep-07-2024,MN,West Arm (Lake Minnetonka),79.78,44.94627,-93.6429,1101642,2024-09-01,2024-09-07,West Arm (Lake Minnetonka) </br> 79.78%
Sep-01-2024 to Sep-07-2024,MN,Lake Calhoun,4.61,44.9418,-93.3118,1101684,2024-09-01,2024-09-07,Lake Calhoun </br> 4.61%
Sep-01-2024 to Sep-07-2024,MN,Lake Minnetonka,3.6,44.91341,-93.6393,1101734,2024-09-01,2024-09-07,Lake Minnetonka </br> 3.6%
Sep-01-2024 to Sep-07-2024,TX,B A Steinhagen Lake,4.17,30.85543,-94.1948,1111211,2024-09-01,2024-09-07,B A Steinhagen Lake </br> 4.17%
Sep-01-2024 to Sep-07-2024,TX,Lake Sulphur Springs,8.43,33.17231,-95.629,1122789,2024-09-01,2024-09-07,Lake Sulphur Springs </br> 8.43%
Sep-01-2024 to Sep-07-2024,TX,Wright Patman Lake,56.41,33.27829,-94.2707,1127701,2024-09-01,2024-09-07,Wright Patman Lake </br> 56.41%
Sep-01-2024 to Sep-07-2024,TX,Goss Lake,4.43,33.27757,-94.0697,1127853,2024-09-01,2024-09-07,Goss Lake </br> 4.43%
Sep-01-2024 to Sep-07-2024,TX,River Crest Reservoir,94.74,33.39157,-95.1555,1128997,2024-09-01,2024-09-07,River Crest Reservoir </br> 94.74%
Sep-01-2024 to Sep-07-2024,LA,Black Bayou Lake,2.1,32.91292,-93.95,1135442,2024-09-01,2024-09-07,Black Bayou Lake </br> 2.1%
Sep-01-2024 to Sep-07-2024,TX,Lake Tyler,5.09,32.23912,-95.1512,1147787,2024-09-01,2024-09-07,Lake Tyler </br> 5.09%
Sep-01-2024 to Sep-07-2024,TX,Lake Striker,2.57,31.95969,-94.989,1148575,2024-09-01,2024-09-07,Lake Striker </br> 2.57%
Sep-01-2024 to Sep-07-2024,TX,Lake Nacogdoches,2.09,31.62249,-94.8184,1149471,2024-09-01,2024-09-07,Lake Nacogdoches </br> 2.09%
Sep-01-2024 to Sep-07-2024,TX,Ester Lake,3.62,31.21716,-94.2536,1158647,2024-09-01,2024-09-07,Ester Lake </br> 3.62%
Sep-01-2024 to Sep-07-2024,TX,Kurth Lake,8.22,31.44449,-94.691,1158651,2024-09-01,2024-09-07,Kurth Lake </br> 8.22%
Sep-01-2024 to Sep-07-2024,CO,Williams Fork Reservoir,2.8,40.01526,-106.21,1230577,2024-09-01,2024-09-07,Williams Fork Reservoir </br> 2.8%
Sep-01-2024 to Sep-07-2024,CO,Grand Lake,3.44,40.23162,-105.835,1233435,2024-09-01,2024-09-07,Grand Lake </br> 3.44%
Sep-01-2024 to Sep-07-2024,CO,Lake Granby,1.23,40.15546,-105.849,1233515,2024-09-01,2024-09-07,Lake Granby </br> 1.23%
Sep-01-2024 to Sep-07-2024,TX,White Rock Lake,25.35,32.83606,-96.7226,1259469,2024-09-01,2024-09-07,White Rock Lake </br> 25.35%
Sep-01-2024 to Sep-07-2024,TX,Trinidad Lake,95.96,32.1175,-96.0936,1262105,2024-09-01,2024-09-07,Trinidad Lake </br> 95.96%
Sep-01-2024 to Sep-07-2024,TX,Lake Worth,86.51,32.80908,-97.4615,1267710,2024-09-01,2024-09-07,Lake Worth </br> 86.51%
Sep-01-2024 to Sep-07-2024,TX,Lake Weatherford,95.06,32.78419,-97.6875,1267786,2024-09-01,2024-09-07,Lake Weatherford </br> 95.06%
Sep-01-2024 to Sep-07-2024,TX,Lake Arlington,79.3,32.70435,-97.2132,1267898,2024-09-01,2024-09-07,Lake Arlington </br> 79.3%
Sep-01-2024 to Sep-07-2024,TX,Benbrook Lake,38.67,32.62671,-97.4682,1267968,2024-09-01,2024-09-07,Benbrook Lake </br> 38.67%
Sep-01-2024 to Sep-07-2024,TX,Mountain Creek Lake,92.82,32.71806,-96.9614,1269548,2024-09-01,2024-09-07,Mountain Creek Lake </br> 92.82%
Sep-01-2024 to Sep-07-2024,TX,Lavon Lake,70.24,33.10404,-96.4712,1291638,2024-09-01,2024-09-07,Lavon Lake </br> 70.24%
Sep-01-2024 to Sep-07-2024,TX,New Terrell City Lake,89.1,32.74228,-96.1728,1296744,2024-09-01,2024-09-07,New Terrell City Lake </br> 89.1%
Sep-01-2024 to Sep-07-2024,TX,Lake Bridgeport,2.9,33.21846,-97.8659,1304891,2024-09-01,2024-09-07,Lake Bridgeport </br> 2.9%
Sep-01-2024 to Sep-07-2024,CO,Green Mountain Reservoir,3.15,39.87126,-106.285,1311881,2024-09-01,2024-09-07,Green Mountain Reservoir </br> 3.15%
Sep-01-2024 to Sep-07-2024,CO,Dillon Reservoir,3.91,39.60147,-106.058,1312051,2024-09-01,2024-09-07,Dillon Reservoir </br> 3.91%
Sep-01-2024 to Sep-07-2024,CO,Taylor Park Reservoir,3.07,38.83539,-106.58,1332558,2024-09-01,2024-09-07,Taylor Park Reservoir </br> 3.07%
Sep-01-2024 to Sep-07-2024,CO,Steamboat Lake,34.21,40.79592,-106.965,1353298,2024-09-01,2024-09-07,Steamboat Lake </br> 34.21%
Sep-01-2024 to Sep-07-2024,UT,Pelican Lake,2.74,40.19259,-109.682,1371518,2024-09-01,2024-09-07,Pelican Lake </br> 2.74%
Sep-01-2024 to Sep-07-2024,AZ,Many Farms Lake,10.47,36.35332,-109.583,1408803,2024-09-01,2024-09-07,Many Farms Lake </br> 10.47%
Sep-01-2024 to Sep-07-2024,TX,Bardwell Lake,89.91,32.28141,-96.6641,1445978,2024-09-01,2024-09-07,Bardwell Lake </br> 89.91%
Sep-01-2024 to Sep-07-2024,TX,Fairfield Lake,9.08,31.79518,-96.062,1454297,2024-09-01,2024-09-07,Fairfield Lake </br> 9.08%
Sep-01-2024 to Sep-07-2024,TX,Houston County Lake,8.53,31.41438,-95.5776,1455553,2024-09-01,2024-09-07,Houston County Lake </br> 8.53%
Sep-01-2024 to Sep-07-2024,TX,Lewis Creek Reservoir,1.88,30.43564,-95.5352,1466524,2024-09-01,2024-09-07,Lewis Creek Reservoir </br> 1.88%
Sep-01-2024 to Sep-07-2024,TX,Sabine Lake,68.67,29.89961,-93.8889,1475947,2024-09-01,2024-09-07,Sabine Lake </br> 68.67%
Sep-01-2024 to Sep-07-2024,TX,Knight Lake,18.81,29.70597,-93.9862,1476649,2024-09-01,2024-09-07,Knight Lake </br> 18.81%
Sep-01-2024 to Sep-07-2024,TX,Sabine Lake,1.78,29.88602,-93.8433,1477365,2024-09-01,2024-09-07,Sabine Lake </br> 1.78%
Sep-01-2024 to Sep-07-2024,TX,Clam Lake,2.57,29.68687,-94.0986,1478803,2024-09-01,2024-09-07,Clam Lake </br> 2.57%
Sep-01-2024 to Sep-07-2024,TX,Woodlands Golf Course Lake,16.75,30.7671,-95.1656,1492358,2024-09-01,2024-09-07,Woodlands Golf Course Lake </br> 16.75%
Sep-01-2024 to Sep-07-2024,TX,Lake Charlotte,89.16,29.868,-94.7257,1514105,2024-09-01,2024-09-07,Lake Charlotte </br> 89.16%
Sep-01-2024 to Sep-07-2024,TX,Lost Lake,74.67,29.85921,-94.7835,1514129,2024-09-01,2024-09-07,Lost Lake </br> 74.67%
Sep-01-2024 to Sep-07-2024,TX,Lake Anahuac,86.04,29.80275,-94.684,1514219,2024-09-01,2024-09-07,Lake Anahuac </br> 86.04%
Sep-01-2024 to Sep-07-2024,TX,Cotton Lake,88.81,29.79816,-94.8073,1514331,2024-09-01,2024-09-07,Cotton Lake </br> 88.81%
Sep-01-2024 to Sep-07-2024,TX,Wet Marsh Pond,6.16,29.77277,-94.8163,1514367,2024-09-01,2024-09-07,Wet Marsh Pond </br> 6.16%
Sep-01-2024 to Sep-07-2024,TX,Robinson Lake,58.54,29.58477,-94.5971,1523391,2024-09-01,2024-09-07,Robinson Lake </br> 58.54%
Sep-01-2024 to Sep-07-2024,TX,Lake Surprise,95.31,29.55322,-94.6808,1523509,2024-09-01,2024-09-07,Lake Surprise </br> 95.31%
Sep-01-2024 to Sep-07-2024,CO,Lake Pueblo,2.23,38.26593,-104.753,1531545,2024-09-01,2024-09-07,Lake Pueblo </br> 2.23%
Sep-01-2024 to Sep-07-2024,TX,Clear Lake,73.62,29.55251,-95.061,1562034,2024-09-01,2024-09-07,Clear Lake </br> 73.62%
Sep-01-2024 to Sep-07-2024,TX,Galveston County Industrial Water Reservoir,25.52,29.4387,-94.9747,1573030,2024-09-01,2024-09-07,Galveston County Industrial Water Reservoir </br> 25.52%
Sep-01-2024 to Sep-07-2024,TX,Oyster Lake,2.27,29.12179,-95.1749,1573668,2024-09-01,2024-09-07,Oyster Lake </br> 2.27%
Sep-01-2024 to Sep-07-2024,TX,Salt Lake,4.68,29.03822,-95.2555,1573900,2024-09-01,2024-09-07,Salt Lake </br> 4.68%
Sep-01-2024 to Sep-07-2024,CO,Adobe Creek Reservoir,71.14,38.26192,-103.246,1593551,2024-09-01,2024-09-07,Adobe Creek Reservoir </br> 71.14%
Sep-01-2024 to Sep-07-2024,CO,Neegronda Reservoir,28.16,38.30302,-102.755,1594371,2024-09-01,2024-09-07,Neegronda Reservoir </br> 28.16%
Sep-01-2024 to Sep-07-2024,CO,Queen Reservoir,88.32,38.29501,-102.65,1594373,2024-09-01,2024-09-07,Queen Reservoir </br> 88.32%
Sep-01-2024 to Sep-07-2024,TX,Cowtrap Lake,9.46,28.85446,-95.5224,1613786,2024-09-01,2024-09-07,Cowtrap Lake </br> 9.46%
Sep-01-2024 to Sep-07-2024,TX,Lake Austin,57.31,28.7926,-95.7929,1613898,2024-09-01,2024-09-07,Lake Austin </br> 57.31%
Sep-01-2024 to Sep-07-2024,ME,Rowe Pond,1.59,46.20594,-69.6062,1698272,2024-09-01,2024-09-07,Rowe Pond </br> 1.59%
Sep-01-2024 to Sep-07-2024,ME,Shallow Lake,69.57,46.22598,-69.4799,1698278,2024-09-01,2024-09-07,Shallow Lake </br> 69.57%
Sep-01-2024 to Sep-07-2024,ME,Umbbazooksus Lake,1.22,46.16857,-69.3775,1698316,2024-09-01,2024-09-07,Umbbazooksus Lake </br> 1.22%
Sep-01-2024 to Sep-07-2024,ME,Loon Lake,2.86,46.14701,-69.6392,1698322,2024-09-01,2024-09-07,Loon Lake </br> 2.86%
Sep-01-2024 to Sep-07-2024,ME,Longley Pond,1.85,46.16018,-69.4388,1698326,2024-09-01,2024-09-07,Longley Pond </br> 1.85%
Sep-01-2024 to Sep-07-2024,ME,Nesowadnehunk Lake,1.5,46.04055,-69.096,1698422,2024-09-01,2024-09-07,Nesowadnehunk Lake </br> 1.5%
Sep-01-2024 to Sep-07-2024,ME,Millinocket Lake,1.32,45.75953,-68.7944,1699384,2024-09-01,2024-09-07,Millinocket Lake </br> 1.32%
Sep-01-2024 to Sep-07-2024,ME,Dolby Pond,1.44,45.65227,-68.6306,1699482,2024-09-01,2024-09-07,Dolby Pond </br> 1.44%
Sep-01-2024 to Sep-07-2024,ME,Upper Jo-Mary Lake,0.94,45.60065,-68.962,1699556,2024-09-01,2024-09-07,Upper Jo-Mary Lake </br> 0.94%
Sep-01-2024 to Sep-07-2024,ME,Mud Pond,1.44,45.96272,-69.2872,1700848,2024-09-01,2024-09-07,Mud Pond </br> 1.44%
Sep-01-2024 to Sep-07-2024,ME,Harrington Lake,1.4,45.93605,-69.1621,1700856,2024-09-01,2024-09-07,Harrington Lake </br> 1.4%
Sep-01-2024 to Sep-07-2024,ME,Seboomook Lake,3.39,45.91353,-69.848,1700864,2024-09-01,2024-09-07,Seboomook Lake </br> 3.39%
Sep-01-2024 to Sep-07-2024,ME,Lobster Lake,1.28,45.85474,-69.5238,1700982,2024-09-01,2024-09-07,Lobster Lake </br> 1.28%
Sep-01-2024 to Sep-07-2024,ME,Ragged Lake,1.48,45.82058,-69.3758,1701002,2024-09-01,2024-09-07,Ragged Lake </br> 1.48%
Sep-01-2024 to Sep-07-2024,ME,Rainbow Lake,2.01,45.82396,-69.1166,1701038,2024-09-01,2024-09-07,Rainbow Lake </br> 2.01%
Sep-01-2024 to Sep-07-2024,ME,Third Debsconeag Lake,0.68,45.75816,-69.0303,1701156,2024-09-01,2024-09-07,Third Debsconeag Lake </br> 0.68%
Sep-01-2024 to Sep-07-2024,ME,Grand Lake Seboeis,0.83,46.29646,-68.6503,1710508,2024-09-01,2024-09-07,Grand Lake Seboeis </br> 0.83%
