date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Oct-06-2024 to Oct-12-2024,FL,Coot Bay Pond,22.09,25.19438,-80.9166,89704,2024-10-06,2024-10-12,Coot Bay Pond </br> 22.09%
Oct-06-2024 to Oct-12-2024,FL,Lake Ingraham,22.86,25.15963,-81.1121,91346,2024-10-06,2024-10-12,Lake Ingraham </br> 22.86%
Oct-06-2024 to Oct-12-2024,CO,Marston Lake,1.2,39.62961,-105.068,187905,2024-10-06,2024-10-12,Marston Lake </br> 1.2%
Oct-06-2024 to Oct-12-2024,CO,Chatfield Lake,1.33,39.54464,-105.067,188031,2024-10-06,2024-10-12,Chatfield Lake </br> 1.33%
Oct-06-2024 to Oct-12-2024,TX,Sal del Ray,1.02,26.5372,-98.0564,201345,2024-10-06,2024-10-12,Sal del Ray </br> 1.02%
Oct-06-2024 to Oct-12-2024,TX,La Sal Vieja,1.07,26.53074,-97.8765,202621,2024-10-06,2024-10-12,La Sal Vieja </br> 1.07%
Oct-06-2024 to Oct-12-2024,TX,Unit Number Two,99.92,26.4129,-97.9464,204341,2024-10-06,2024-10-12,Unit Number Two </br> 99.92%
Oct-06-2024 to Oct-12-2024,TX,Laguna Atascosa,10.51,26.23655,-97.3888,204781,2024-10-06,2024-10-12,Laguna Atascosa </br> 10.51%
Oct-06-2024 to Oct-12-2024,TX,Reservoir Number One,99.26,26.0565,-97.7273,205377,2024-10-06,2024-10-12,Reservoir Number One </br> 99.26%
Oct-06-2024 to Oct-12-2024,TX,Resaca de La Palma Reservoir,99.95,25.97196,-97.5511,207611,2024-10-06,2024-10-12,Resaca de La Palma Reservoir </br> 99.95%
Oct-06-2024 to Oct-12-2024,CO,Jackson Reservoir,77.1,40.39189,-104.074,224233,2024-10-06,2024-10-12,Jackson Reservoir </br> 77.1%
Oct-06-2024 to Oct-12-2024,CO,Riverside Reservoir,39.19,40.33816,-104.263,224311,2024-10-06,2024-10-12,Riverside Reservoir </br> 39.19%
Oct-06-2024 to Oct-12-2024,CO,Lower Latham Reservoir,71.93,40.34583,-104.639,224361,2024-10-06,2024-10-12,Lower Latham Reservoir </br> 71.93%
Oct-06-2024 to Oct-12-2024,CO,Empire Reservoir,68.36,40.2678,-104.163,224443,2024-10-06,2024-10-12,Empire Reservoir </br> 68.36%
Oct-06-2024 to Oct-12-2024,CO,Milton Reservoir,33.57,40.2264,-104.642,224573,2024-10-06,2024-10-12,Milton Reservoir </br> 33.57%
Oct-06-2024 to Oct-12-2024,CO,Standley Lake,2.9,39.86374,-105.124,228235,2024-10-06,2024-10-12,Standley Lake </br> 2.9%
Oct-06-2024 to Oct-12-2024,CO,Barr Lake,20.67,39.94319,-104.764,228919,2024-10-06,2024-10-12,Barr Lake </br> 20.67%
Oct-06-2024 to Oct-12-2024,CO,Cherry Creek Lake,7.83,39.64032,-104.855,229217,2024-10-06,2024-10-12,Cherry Creek Lake </br> 7.83%
Oct-06-2024 to Oct-12-2024,OK,Lake Hefner,7.07,35.56682,-97.5951,253350,2024-10-06,2024-10-12,Lake Hefner </br> 7.07%
Oct-06-2024 to Oct-12-2024,MI,Round Lake,1.3,46.15092,-86.7447,271501,2024-10-06,2024-10-12,Round Lake </br> 1.3%
Oct-06-2024 to Oct-12-2024,OK,Shell Lake,51.82,36.19126,-96.1797,368347,2024-10-06,2024-10-12,Shell Lake </br> 51.82%
Oct-06-2024 to Oct-12-2024,OK,Webbers Falls Reservoir,1.26,35.60737,-95.221,381408,2024-10-06,2024-10-12,Webbers Falls Reservoir </br> 1.26%
Oct-06-2024 to Oct-12-2024,OK,Canton Lake,71.43,36.12569,-98.6147,389774,2024-10-06,2024-10-12,Canton Lake </br> 71.43%
Oct-06-2024 to Oct-12-2024,OK,Tenkiller Lake,0.92,35.7169,-94.9482,399680,2024-10-06,2024-10-12,Tenkiller Lake </br> 0.92%
Oct-06-2024 to Oct-12-2024,OK,Tenkiller Ferry Lake,1.18,35.63059,-95.0342,402142,2024-10-06,2024-10-12,Tenkiller Ferry Lake </br> 1.18%
Oct-06-2024 to Oct-12-2024,OK,Lake Murray,1.85,34.07157,-97.0757,423160,2024-10-06,2024-10-12,Lake Murray </br> 1.85%
Oct-06-2024 to Oct-12-2024,OK,Stanley Draper Lake,3.39,35.35016,-97.356,481582,2024-10-06,2024-10-12,Stanley Draper Lake </br> 3.39%
Oct-06-2024 to Oct-12-2024,OK,Lake Thunderbird,52.08,35.23374,-97.2577,481656,2024-10-06,2024-10-12,Lake Thunderbird </br> 52.08%
Oct-06-2024 to Oct-12-2024,OK,Lake McMurtry,11.11,36.18245,-97.1858,491560,2024-10-06,2024-10-12,Lake McMurtry </br> 11.11%
Oct-06-2024 to Oct-12-2024,OK,Lake Carl Blackwell,47.26,36.13618,-97.228,491604,2024-10-06,2024-10-12,Lake Carl Blackwell </br> 47.26%
Oct-06-2024 to Oct-12-2024,OK,Lake McAlester,3.63,35.03047,-95.8296,510415,2024-10-06,2024-10-12,Lake McAlester </br> 3.63%
Oct-06-2024 to Oct-12-2024,OK,S Lake Eufaula,9.91,34.95741,-95.6102,513979,2024-10-06,2024-10-12,S Lake Eufaula </br> 9.91%
Oct-06-2024 to Oct-12-2024,OK,Dripping Springs Lake,1.44,35.56111,-96.1173,534887,2024-10-06,2024-10-12,Dripping Springs Lake </br> 1.44%
Oct-06-2024 to Oct-12-2024,OK,South Lake,1.13,34.0705,-95.4183,592596,2024-10-06,2024-10-12,South Lake </br> 1.13%
Oct-06-2024 to Oct-12-2024,OK,Pine Creek Reservoir,36.34,34.15248,-95.103,617546,2024-10-06,2024-10-12,Pine Creek Reservoir </br> 36.34%
Oct-06-2024 to Oct-12-2024,OK,Broken Bow Lake,1.32,34.21277,-94.6843,630011,2024-10-06,2024-10-12,Broken Bow Lake </br> 1.32%
Oct-06-2024 to Oct-12-2024,OK,Lake Ellsworth,39.15,34.82354,-98.3534,672210,2024-10-06,2024-10-12,Lake Ellsworth </br> 39.15%
Oct-06-2024 to Oct-12-2024,OK,Lake Lawtonka,46.55,34.75722,-98.5078,672260,2024-10-06,2024-10-12,Lake Lawtonka </br> 46.55%
Oct-06-2024 to Oct-12-2024,OK,Fort Cobb Reservoir,56.53,35.19674,-98.483,681831,2024-10-06,2024-10-12,Fort Cobb Reservoir </br> 56.53%
Oct-06-2024 to Oct-12-2024,ME,Long Lake,3.06,46.625,-69.3767,717696,2024-10-06,2024-10-12,Long Lake </br> 3.06%
Oct-06-2024 to Oct-12-2024,ME,Clear Lake,2.11,46.52027,-69.1287,717824,2024-10-06,2024-10-12,Clear Lake </br> 2.11%
Oct-06-2024 to Oct-12-2024,ME,Heron-Churchill Lakes,0.88,46.37289,-69.3412,719480,2024-10-06,2024-10-12,Heron-Churchill Lakes </br> 0.88%
Oct-06-2024 to Oct-12-2024,ME,Pleasant Lake,1.31,46.47316,-69.1799,719490,2024-10-06,2024-10-12,Pleasant Lake </br> 1.31%
Oct-06-2024 to Oct-12-2024,ME,Spider Lake,1.14,46.44826,-69.2087,719500,2024-10-06,2024-10-12,Spider Lake </br> 1.14%
Oct-06-2024 to Oct-12-2024,ME,Haymock Lake,0.64,46.30324,-69.1849,719644,2024-10-06,2024-10-12,Haymock Lake </br> 0.64%
Oct-06-2024 to Oct-12-2024,ME,Indian Pond,0.48,46.25543,-69.2934,719684,2024-10-06,2024-10-12,Indian Pond </br> 0.48%
Oct-06-2024 to Oct-12-2024,ME,Long Lake,0.89,47.20638,-68.241,723898,2024-10-06,2024-10-12,Long Lake </br> 0.89%
Oct-06-2024 to Oct-12-2024,ME,Mud Lake,0.6,47.15382,-68.292,723936,2024-10-06,2024-10-12,Mud Lake </br> 0.6%
Oct-06-2024 to Oct-12-2024,ME,Square Lake,0.95,47.06451,-68.4067,723938,2024-10-06,2024-10-12,Square Lake </br> 0.95%
Oct-06-2024 to Oct-12-2024,ME,Fish River Lake,2.58,46.82865,-68.7736,725058,2024-10-06,2024-10-12,Fish River Lake </br> 2.58%
Oct-06-2024 to Oct-12-2024,ME,Portage Lake,2.08,46.78602,-68.5091,725074,2024-10-06,2024-10-12,Portage Lake </br> 2.08%
Oct-06-2024 to Oct-12-2024,KS,Perry Lake,6.23,39.18347,-95.4522,746373,2024-10-06,2024-10-12,Perry Lake </br> 6.23%
Oct-06-2024 to Oct-12-2024,ME,Madawaska Lake,7.11,47.02536,-68.2131,802433,2024-10-06,2024-10-12,Madawaska Lake </br> 7.11%
Oct-06-2024 to Oct-12-2024,ME,Squapan Lake,2.32,46.54401,-68.2436,803413,2024-10-06,2024-10-12,Squapan Lake </br> 2.32%
Oct-06-2024 to Oct-12-2024,ME,Millinocket Lake,0.73,46.29874,-68.8853,806283,2024-10-06,2024-10-12,Millinocket Lake </br> 0.73%
Oct-06-2024 to Oct-12-2024,ME,Umcolcus Lake,1.45,46.28783,-68.4356,806301,2024-10-06,2024-10-12,Umcolcus Lake </br> 1.45%
Oct-06-2024 to Oct-12-2024,ME,Millimagassett Lake,0.32,46.28425,-68.7835,806311,2024-10-06,2024-10-12,Millimagassett Lake </br> 0.32%
Oct-06-2024 to Oct-12-2024,ME,Meduxnekeag Lake,1.06,46.09414,-68.0295,817877,2024-10-06,2024-10-12,Meduxnekeag Lake </br> 1.06%
Oct-06-2024 to Oct-12-2024,OK,Lake Yahola,10.17,36.22022,-95.9341,847048,2024-10-06,2024-10-12,Lake Yahola </br> 10.17%
Oct-06-2024 to Oct-12-2024,CO,Holbrook Reservoir,28.72,38.06316,-103.61,914071,2024-10-06,2024-10-12,Holbrook Reservoir </br> 28.72%
Oct-06-2024 to Oct-12-2024,CO,Turquoise Lake,2.49,39.26924,-106.383,916247,2024-10-06,2024-10-12,Turquoise Lake </br> 2.49%
Oct-06-2024 to Oct-12-2024,CO,Twin Lakes,1.35,39.08425,-106.333,916361,2024-10-06,2024-10-12,Twin Lakes </br> 1.35%
Oct-06-2024 to Oct-12-2024,CO,Twin Lakes Reservoir,1.63,39.07928,-106.365,916363,2024-10-06,2024-10-12,Twin Lakes Reservoir </br> 1.63%
Oct-06-2024 to Oct-12-2024,CO,Trinidad Lake,1.23,37.13644,-104.576,936750,2024-10-06,2024-10-12,Trinidad Lake </br> 1.23%
Oct-06-2024 to Oct-12-2024,CO,Lake Henry,71.77,38.26428,-103.709,975120,2024-10-06,2024-10-12,Lake Henry </br> 71.77%
Oct-06-2024 to Oct-12-2024,CO,Lake Meredith,67.73,38.19088,-103.703,975154,2024-10-06,2024-10-12,Lake Meredith </br> 67.73%
Oct-06-2024 to Oct-12-2024,TX,Lake A,0.67,33.10272,-95.0664,1010018,2024-10-06,2024-10-12,Lake A </br> 0.67%
Oct-06-2024 to Oct-12-2024,TX,Lake Cypress Springs,37.7,33.05924,-95.1886,1010164,2024-10-06,2024-10-12,Lake Cypress Springs </br> 37.7%
Oct-06-2024 to Oct-12-2024,TX,Lake O' the Pines,15.13,32.80087,-94.6107,1010832,2024-10-06,2024-10-12,Lake O' the Pines </br> 15.13%
Oct-06-2024 to Oct-12-2024,ME,Spencer Pond,1.19,45.74255,-69.5687,1021378,2024-10-06,2024-10-12,Spencer Pond </br> 1.19%
Oct-06-2024 to Oct-12-2024,ME,First Roach Pond,1.01,45.65463,-69.3792,1021504,2024-10-06,2024-10-12,First Roach Pond </br> 1.01%
Oct-06-2024 to Oct-12-2024,ME,Mountain View Pond,1.35,45.51955,-69.6901,1021692,2024-10-06,2024-10-12,Mountain View Pond </br> 1.35%
Oct-06-2024 to Oct-12-2024,ME,Long Pond,1.45,45.62674,-70.0871,1023054,2024-10-06,2024-10-12,Long Pond </br> 1.45%
Oct-06-2024 to Oct-12-2024,ME,Wood Pond,0.98,45.61972,-70.2776,1023066,2024-10-06,2024-10-12,Wood Pond </br> 0.98%
Oct-06-2024 to Oct-12-2024,ME,Attean Pond,0.87,45.56945,-70.2854,1023120,2024-10-06,2024-10-12,Attean Pond </br> 0.87%
Oct-06-2024 to Oct-12-2024,ME,Joes Hole,2.77,45.30665,-69.8405,1024266,2024-10-06,2024-10-12,Joes Hole </br> 2.77%
Oct-06-2024 to Oct-12-2024,ME,Fish Pond,1.51,45.40137,-70.2919,1031381,2024-10-06,2024-10-12,Fish Pond </br> 1.51%
Oct-06-2024 to Oct-12-2024,ME,Flagstaff Lake,1.03,45.19867,-70.3081,1031669,2024-10-06,2024-10-12,Flagstaff Lake </br> 1.03%
Oct-06-2024 to Oct-12-2024,ME,West Carry Pond,1.87,45.16877,-70.1111,1031729,2024-10-06,2024-10-12,West Carry Pond </br> 1.87%
Oct-06-2024 to Oct-12-2024,GA,Lake Sinclair,1.59,33.20784,-83.2584,1054153,2024-10-06,2024-10-12,Lake Sinclair </br> 1.59%
Oct-06-2024 to Oct-12-2024,MN,White Bear Lake,1.13,45.0773,-92.9805,1097324,2024-10-06,2024-10-12,White Bear Lake </br> 1.13%
Oct-06-2024 to Oct-12-2024,MN,Coon Lake,1.84,45.30549,-93.1664,1098396,2024-10-06,2024-10-12,Coon Lake </br> 1.84%
Oct-06-2024 to Oct-12-2024,MN,Bald Eagle Lake,23.52,45.11416,-93.0156,1099052,2024-10-06,2024-10-12,Bald Eagle Lake </br> 23.52%
Oct-06-2024 to Oct-12-2024,MN,Lower Lake (Lake Minnetonka),1.23,44.93976,-93.556,1101590,2024-10-06,2024-10-12,Lower Lake (Lake Minnetonka) </br> 1.23%
Oct-06-2024 to Oct-12-2024,MN,West Arm (Lake Minnetonka),70.16,44.94627,-93.6429,1101642,2024-10-06,2024-10-12,West Arm (Lake Minnetonka) </br> 70.16%
Oct-06-2024 to Oct-12-2024,MN,Lake Calhoun,2.68,44.9418,-93.3118,1101684,2024-10-06,2024-10-12,Lake Calhoun </br> 2.68%
Oct-06-2024 to Oct-12-2024,MN,Lake Minnetonka,2.24,44.91341,-93.6393,1101734,2024-10-06,2024-10-12,Lake Minnetonka </br> 2.24%
Oct-06-2024 to Oct-12-2024,TX,B A Steinhagen Lake,2.32,30.85543,-94.1948,1111211,2024-10-06,2024-10-12,B A Steinhagen Lake </br> 2.32%
Oct-06-2024 to Oct-12-2024,TX,Lake Sulphur Springs,4.15,33.17231,-95.629,1122789,2024-10-06,2024-10-12,Lake Sulphur Springs </br> 4.15%
Oct-06-2024 to Oct-12-2024,TX,Wright Patman Lake,37.57,33.27829,-94.2707,1127701,2024-10-06,2024-10-12,Wright Patman Lake </br> 37.57%
Oct-06-2024 to Oct-12-2024,TX,Goss Lake,2.03,33.27757,-94.0697,1127853,2024-10-06,2024-10-12,Goss Lake </br> 2.03%
Oct-06-2024 to Oct-12-2024,TX,River Crest Reservoir,89.44,33.39157,-95.1555,1128997,2024-10-06,2024-10-12,River Crest Reservoir </br> 89.44%
Oct-06-2024 to Oct-12-2024,LA,Black Bayou Lake,1.15,32.91292,-93.95,1135442,2024-10-06,2024-10-12,Black Bayou Lake </br> 1.15%
Oct-06-2024 to Oct-12-2024,TX,Lake Tyler,2.73,32.23912,-95.1512,1147787,2024-10-06,2024-10-12,Lake Tyler </br> 2.73%
Oct-06-2024 to Oct-12-2024,TX,Lake Striker,1.8,31.95969,-94.989,1148575,2024-10-06,2024-10-12,Lake Striker </br> 1.8%
Oct-06-2024 to Oct-12-2024,TX,Lake Nacogdoches,1.3,31.62249,-94.8184,1149471,2024-10-06,2024-10-12,Lake Nacogdoches </br> 1.3%
Oct-06-2024 to Oct-12-2024,TX,Ester Lake,2.62,31.21716,-94.2536,1158647,2024-10-06,2024-10-12,Ester Lake </br> 2.62%
Oct-06-2024 to Oct-12-2024,TX,Kurth Lake,4.51,31.44449,-94.691,1158651,2024-10-06,2024-10-12,Kurth Lake </br> 4.51%
Oct-06-2024 to Oct-12-2024,CO,Williams Fork Reservoir,1.86,40.01526,-106.21,1230577,2024-10-06,2024-10-12,Williams Fork Reservoir </br> 1.86%
Oct-06-2024 to Oct-12-2024,CO,Grand Lake,2.03,40.23162,-105.835,1233435,2024-10-06,2024-10-12,Grand Lake </br> 2.03%
Oct-06-2024 to Oct-12-2024,CO,Lake Granby,0.68,40.15546,-105.849,1233515,2024-10-06,2024-10-12,Lake Granby </br> 0.68%
Oct-06-2024 to Oct-12-2024,TX,White Rock Lake,14.4,32.83606,-96.7226,1259469,2024-10-06,2024-10-12,White Rock Lake </br> 14.4%
Oct-06-2024 to Oct-12-2024,TX,Trinidad Lake,92,32.1175,-96.0936,1262105,2024-10-06,2024-10-12,Trinidad Lake </br> 92%
Oct-06-2024 to Oct-12-2024,TX,Lake Worth,75.93,32.80908,-97.4615,1267710,2024-10-06,2024-10-12,Lake Worth </br> 75.93%
Oct-06-2024 to Oct-12-2024,TX,Lake Weatherford,90.22,32.78419,-97.6875,1267786,2024-10-06,2024-10-12,Lake Weatherford </br> 90.22%
Oct-06-2024 to Oct-12-2024,TX,Lake Arlington,65.29,32.70435,-97.2132,1267898,2024-10-06,2024-10-12,Lake Arlington </br> 65.29%
Oct-06-2024 to Oct-12-2024,TX,Benbrook Lake,22.64,32.62671,-97.4682,1267968,2024-10-06,2024-10-12,Benbrook Lake </br> 22.64%
Oct-06-2024 to Oct-12-2024,TX,Mountain Creek Lake,85.79,32.71806,-96.9614,1269548,2024-10-06,2024-10-12,Mountain Creek Lake </br> 85.79%
Oct-06-2024 to Oct-12-2024,TX,Lavon Lake,54.28,33.10404,-96.4712,1291638,2024-10-06,2024-10-12,Lavon Lake </br> 54.28%
Oct-06-2024 to Oct-12-2024,TX,New Terrell City Lake,80.26,32.74228,-96.1728,1296744,2024-10-06,2024-10-12,New Terrell City Lake </br> 80.26%
Oct-06-2024 to Oct-12-2024,TX,Lake Bridgeport,1.75,33.21846,-97.8659,1304891,2024-10-06,2024-10-12,Lake Bridgeport </br> 1.75%
Oct-06-2024 to Oct-12-2024,CO,Green Mountain Reservoir,2.22,39.87126,-106.285,1311881,2024-10-06,2024-10-12,Green Mountain Reservoir </br> 2.22%
Oct-06-2024 to Oct-12-2024,CO,Dillon Reservoir,2.9,39.60147,-106.058,1312051,2024-10-06,2024-10-12,Dillon Reservoir </br> 2.9%
Oct-06-2024 to Oct-12-2024,CO,Taylor Park Reservoir,2.03,38.83539,-106.58,1332558,2024-10-06,2024-10-12,Taylor Park Reservoir </br> 2.03%
Oct-06-2024 to Oct-12-2024,CO,Steamboat Lake,21.03,40.79592,-106.965,1353298,2024-10-06,2024-10-12,Steamboat Lake </br> 21.03%
Oct-06-2024 to Oct-12-2024,UT,Pelican Lake,1.81,40.19259,-109.682,1371518,2024-10-06,2024-10-12,Pelican Lake </br> 1.81%
Oct-06-2024 to Oct-12-2024,AZ,Many Farms Lake,5.86,36.35332,-109.583,1408803,2024-10-06,2024-10-12,Many Farms Lake </br> 5.86%
Oct-06-2024 to Oct-12-2024,TX,Bardwell Lake,80.99,32.28141,-96.6641,1445978,2024-10-06,2024-10-12,Bardwell Lake </br> 80.99%
Oct-06-2024 to Oct-12-2024,TX,Fairfield Lake,5.04,31.79518,-96.062,1454297,2024-10-06,2024-10-12,Fairfield Lake </br> 5.04%
Oct-06-2024 to Oct-12-2024,TX,Houston County Lake,5.24,31.41438,-95.5776,1455553,2024-10-06,2024-10-12,Houston County Lake </br> 5.24%
Oct-06-2024 to Oct-12-2024,TX,Lewis Creek Reservoir,1.09,30.43564,-95.5352,1466524,2024-10-06,2024-10-12,Lewis Creek Reservoir </br> 1.09%
Oct-06-2024 to Oct-12-2024,TX,Sabine Lake,60.22,29.89961,-93.8889,1475947,2024-10-06,2024-10-12,Sabine Lake </br> 60.22%
Oct-06-2024 to Oct-12-2024,TX,Knight Lake,16.24,29.70597,-93.9862,1476649,2024-10-06,2024-10-12,Knight Lake </br> 16.24%
Oct-06-2024 to Oct-12-2024,TX,Sabine Lake,1.33,29.88602,-93.8433,1477365,2024-10-06,2024-10-12,Sabine Lake </br> 1.33%
Oct-06-2024 to Oct-12-2024,TX,Clam Lake,2.23,29.68687,-94.0986,1478803,2024-10-06,2024-10-12,Clam Lake </br> 2.23%
Oct-06-2024 to Oct-12-2024,TX,Woodlands Golf Course Lake,9.72,30.7671,-95.1656,1492358,2024-10-06,2024-10-12,Woodlands Golf Course Lake </br> 9.72%
Oct-06-2024 to Oct-12-2024,TX,Lake Charlotte,83.85,29.868,-94.7257,1514105,2024-10-06,2024-10-12,Lake Charlotte </br> 83.85%
Oct-06-2024 to Oct-12-2024,TX,Lost Lake,65.45,29.85921,-94.7835,1514129,2024-10-06,2024-10-12,Lost Lake </br> 65.45%
Oct-06-2024 to Oct-12-2024,TX,Lake Anahuac,80.73,29.80275,-94.684,1514219,2024-10-06,2024-10-12,Lake Anahuac </br> 80.73%
Oct-06-2024 to Oct-12-2024,TX,Cotton Lake,83.6,29.79816,-94.8073,1514331,2024-10-06,2024-10-12,Cotton Lake </br> 83.6%
Oct-06-2024 to Oct-12-2024,TX,Wet Marsh Pond,4.03,29.77277,-94.8163,1514367,2024-10-06,2024-10-12,Wet Marsh Pond </br> 4.03%
Oct-06-2024 to Oct-12-2024,TX,Robinson Lake,52.75,29.58477,-94.5971,1523391,2024-10-06,2024-10-12,Robinson Lake </br> 52.75%
Oct-06-2024 to Oct-12-2024,TX,Lake Surprise,94.58,29.55322,-94.6808,1523509,2024-10-06,2024-10-12,Lake Surprise </br> 94.58%
Oct-06-2024 to Oct-12-2024,CO,Lake Pueblo,1.3,38.26593,-104.753,1531545,2024-10-06,2024-10-12,Lake Pueblo </br> 1.3%
Oct-06-2024 to Oct-12-2024,TX,Clear Lake,68.04,29.55251,-95.061,1562034,2024-10-06,2024-10-12,Clear Lake </br> 68.04%
Oct-06-2024 to Oct-12-2024,TX,Galveston County Industrial Water Reservoir,21.06,29.4387,-94.9747,1573030,2024-10-06,2024-10-12,Galveston County Industrial Water Reservoir </br> 21.06%
Oct-06-2024 to Oct-12-2024,TX,Oyster Lake,2.21,29.12179,-95.1749,1573668,2024-10-06,2024-10-12,Oyster Lake </br> 2.21%
Oct-06-2024 to Oct-12-2024,TX,Salt Lake,4.38,29.03822,-95.2555,1573900,2024-10-06,2024-10-12,Salt Lake </br> 4.38%
Oct-06-2024 to Oct-12-2024,CO,Adobe Creek Reservoir,54.61,38.26192,-103.246,1593551,2024-10-06,2024-10-12,Adobe Creek Reservoir </br> 54.61%
Oct-06-2024 to Oct-12-2024,CO,Neegronda Reservoir,16.49,38.30302,-102.755,1594371,2024-10-06,2024-10-12,Neegronda Reservoir </br> 16.49%
Oct-06-2024 to Oct-12-2024,CO,Queen Reservoir,79.09,38.29501,-102.65,1594373,2024-10-06,2024-10-12,Queen Reservoir </br> 79.09%
Oct-06-2024 to Oct-12-2024,TX,Cowtrap Lake,6.65,28.85446,-95.5224,1613786,2024-10-06,2024-10-12,Cowtrap Lake </br> 6.65%
Oct-06-2024 to Oct-12-2024,TX,Lake Austin,44.73,28.7926,-95.7929,1613898,2024-10-06,2024-10-12,Lake Austin </br> 44.73%
Oct-06-2024 to Oct-12-2024,ME,Rowe Pond,0.93,46.20594,-69.6062,1698272,2024-10-06,2024-10-12,Rowe Pond </br> 0.93%
Oct-06-2024 to Oct-12-2024,ME,Shallow Lake,56.94,46.22598,-69.4799,1698278,2024-10-06,2024-10-12,Shallow Lake </br> 56.94%
Oct-06-2024 to Oct-12-2024,ME,Umbbazooksus Lake,0.67,46.16857,-69.3775,1698316,2024-10-06,2024-10-12,Umbbazooksus Lake </br> 0.67%
Oct-06-2024 to Oct-12-2024,ME,Loon Lake,1.64,46.14701,-69.6392,1698322,2024-10-06,2024-10-12,Loon Lake </br> 1.64%
Oct-06-2024 to Oct-12-2024,ME,Longley Pond,1,46.16018,-69.4388,1698326,2024-10-06,2024-10-12,Longley Pond </br> 1%
Oct-06-2024 to Oct-12-2024,ME,Nesowadnehunk Lake,0.9,46.04055,-69.096,1698422,2024-10-06,2024-10-12,Nesowadnehunk Lake </br> 0.9%
Oct-06-2024 to Oct-12-2024,ME,Millinocket Lake,0.74,45.75953,-68.7944,1699384,2024-10-06,2024-10-12,Millinocket Lake </br> 0.74%
Oct-06-2024 to Oct-12-2024,ME,Dolby Pond,0.78,45.65227,-68.6306,1699482,2024-10-06,2024-10-12,Dolby Pond </br> 0.78%
Oct-06-2024 to Oct-12-2024,ME,Upper Jo-Mary Lake,0.55,45.60065,-68.962,1699556,2024-10-06,2024-10-12,Upper Jo-Mary Lake </br> 0.55%
Oct-06-2024 to Oct-12-2024,ME,Mud Pond,0.81,45.96272,-69.2872,1700848,2024-10-06,2024-10-12,Mud Pond </br> 0.81%
Oct-06-2024 to Oct-12-2024,ME,Harrington Lake,0.81,45.93605,-69.1621,1700856,2024-10-06,2024-10-12,Harrington Lake </br> 0.81%
Oct-06-2024 to Oct-12-2024,ME,Seboomook Lake,2.31,45.91353,-69.848,1700864,2024-10-06,2024-10-12,Seboomook Lake </br> 2.31%
Oct-06-2024 to Oct-12-2024,ME,Lobster Lake,0.87,45.85474,-69.5238,1700982,2024-10-06,2024-10-12,Lobster Lake </br> 0.87%
Oct-06-2024 to Oct-12-2024,ME,Ragged Lake,0.97,45.82058,-69.3758,1701002,2024-10-06,2024-10-12,Ragged Lake </br> 0.97%
Oct-06-2024 to Oct-12-2024,ME,Rainbow Lake,1.19,45.82396,-69.1166,1701038,2024-10-06,2024-10-12,Rainbow Lake </br> 1.19%
Oct-06-2024 to Oct-12-2024,ME,Third Debsconeag Lake,0.42,45.75816,-69.0303,1701156,2024-10-06,2024-10-12,Third Debsconeag Lake </br> 0.42%
Oct-06-2024 to Oct-12-2024,ME,Grand Lake Seboeis,0.43,46.29646,-68.6503,1710508,2024-10-06,2024-10-12,Grand Lake Seboeis </br> 0.43%
