date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Nov-10-2024 to Nov-16-2024,CO,Lower Latham Reservoir,16.35,40.34583,-104.639,224361,2024-11-10,2024-11-16,Lower Latham Reservoir </br> 16.35%
Nov-10-2024 to Nov-16-2024,CO,Empire Reservoir,12.9,40.2678,-104.163,224443,2024-11-10,2024-11-16,Empire Reservoir </br> 12.9%
Nov-10-2024 to Nov-16-2024,CO,Milton Reservoir,3.58,40.2264,-104.642,224573,2024-11-10,2024-11-16,Milton Reservoir </br> 3.58%
Nov-10-2024 to Nov-16-2024,CO,Standley Lake,0.55,39.86374,-105.124,228235,2024-11-10,2024-11-16,Standley Lake </br> 0.55%
Nov-10-2024 to Nov-16-2024,CO,Barr Lake,1.84,39.94319,-104.764,228919,2024-11-10,2024-11-16,Barr Lake </br> 1.84%
Nov-10-2024 to Nov-16-2024,CO,Cherry Creek Lake,0.56,39.64032,-104.855,229217,2024-11-10,2024-11-16,Cherry Creek Lake </br> 0.56%
Nov-10-2024 to Nov-16-2024,OK,Lake Hefner,0.34,35.56682,-97.5951,253350,2024-11-10,2024-11-16,Lake Hefner </br> 0.34%
Nov-10-2024 to Nov-16-2024,MI,Round Lake,0.11,46.15092,-86.7447,271501,2024-11-10,2024-11-16,Round Lake </br> 0.11%
Nov-10-2024 to Nov-16-2024,OK,Shell Lake,4.96,36.19126,-96.1797,368347,2024-11-10,2024-11-16,Shell Lake </br> 4.96%
Nov-10-2024 to Nov-16-2024,OK,Webbers Falls Reservoir,0.09,35.60737,-95.221,381408,2024-11-10,2024-11-16,Webbers Falls Reservoir </br> 0.09%
Nov-10-2024 to Nov-16-2024,OK,Canton Lake,11.66,36.12569,-98.6147,389774,2024-11-10,2024-11-16,Canton Lake </br> 11.66%
Nov-10-2024 to Nov-16-2024,OK,Tenkiller Lake,0.06,35.7169,-94.9482,399680,2024-11-10,2024-11-16,Tenkiller Lake </br> 0.06%
Nov-10-2024 to Nov-16-2024,OK,Tenkiller Ferry Lake,0.06,35.63059,-95.0342,402142,2024-11-10,2024-11-16,Tenkiller Ferry Lake </br> 0.06%
Nov-10-2024 to Nov-16-2024,OK,Lake Murray,0.2,34.07157,-97.0757,423160,2024-11-10,2024-11-16,Lake Murray </br> 0.2%
Nov-10-2024 to Nov-16-2024,OK,Stanley Draper Lake,0.17,35.35016,-97.356,481582,2024-11-10,2024-11-16,Stanley Draper Lake </br> 0.17%
Nov-10-2024 to Nov-16-2024,OK,Lake Thunderbird,4.39,35.23374,-97.2577,481656,2024-11-10,2024-11-16,Lake Thunderbird </br> 4.39%
Nov-10-2024 to Nov-16-2024,OK,Lake McMurtry,0.51,36.18245,-97.1858,491560,2024-11-10,2024-11-16,Lake McMurtry </br> 0.51%
Nov-10-2024 to Nov-16-2024,OK,Lake Carl Blackwell,3.71,36.13618,-97.228,491604,2024-11-10,2024-11-16,Lake Carl Blackwell </br> 3.71%
Nov-10-2024 to Nov-16-2024,OK,Lake McAlester,0.16,35.03047,-95.8296,510415,2024-11-10,2024-11-16,Lake McAlester </br> 0.16%
Nov-10-2024 to Nov-16-2024,OK,S Lake Eufaula,0.49,34.95741,-95.6102,513979,2024-11-10,2024-11-16,S Lake Eufaula </br> 0.49%
Nov-10-2024 to Nov-16-2024,OK,Dripping Springs Lake,0.1,35.56111,-96.1173,534887,2024-11-10,2024-11-16,Dripping Springs Lake </br> 0.1%
Nov-10-2024 to Nov-16-2024,OK,South Lake,0.1,34.0705,-95.4183,592596,2024-11-10,2024-11-16,South Lake </br> 0.1%
Nov-10-2024 to Nov-16-2024,OK,Pine Creek Reservoir,3.47,34.15248,-95.103,617546,2024-11-10,2024-11-16,Pine Creek Reservoir </br> 3.47%
Nov-10-2024 to Nov-16-2024,OK,Broken Bow Lake,0.1,34.21277,-94.6843,630011,2024-11-10,2024-11-16,Broken Bow Lake </br> 0.1%
Nov-10-2024 to Nov-16-2024,OK,Lake Ellsworth,2.61,34.82354,-98.3534,672210,2024-11-10,2024-11-16,Lake Ellsworth </br> 2.61%
Nov-10-2024 to Nov-16-2024,OK,Lake Lawtonka,3.37,34.75722,-98.5078,672260,2024-11-10,2024-11-16,Lake Lawtonka </br> 3.37%
Nov-10-2024 to Nov-16-2024,OK,Fort Cobb Reservoir,5.25,35.19674,-98.483,681831,2024-11-10,2024-11-16,Fort Cobb Reservoir </br> 5.25%
Nov-10-2024 to Nov-16-2024,ME,Long Lake,0.89,46.625,-69.3767,717696,2024-11-10,2024-11-16,Long Lake </br> 0.89%
Nov-10-2024 to Nov-16-2024,ME,Clear Lake,0.63,46.52027,-69.1287,717824,2024-11-10,2024-11-16,Clear Lake </br> 0.63%
Nov-10-2024 to Nov-16-2024,ME,Heron-Churchill Lakes,0.14,46.37289,-69.3412,719480,2024-11-10,2024-11-16,Heron-Churchill Lakes </br> 0.14%
Nov-10-2024 to Nov-16-2024,ME,Pleasant Lake,0.31,46.47316,-69.1799,719490,2024-11-10,2024-11-16,Pleasant Lake </br> 0.31%
Nov-10-2024 to Nov-16-2024,ME,Spider Lake,0.26,46.44826,-69.2087,719500,2024-11-10,2024-11-16,Spider Lake </br> 0.26%
Nov-10-2024 to Nov-16-2024,ME,Haymock Lake,0.11,46.30324,-69.1849,719644,2024-11-10,2024-11-16,Haymock Lake </br> 0.11%
Nov-10-2024 to Nov-16-2024,ME,Indian Pond,0.05,46.25543,-69.2934,719684,2024-11-10,2024-11-16,Indian Pond </br> 0.05%
Nov-10-2024 to Nov-16-2024,ME,Long Lake,0.11,47.20638,-68.241,723898,2024-11-10,2024-11-16,Long Lake </br> 0.11%
Nov-10-2024 to Nov-16-2024,ME,Mud Lake,0.07,47.15382,-68.292,723936,2024-11-10,2024-11-16,Mud Lake </br> 0.07%
Nov-10-2024 to Nov-16-2024,ME,Square Lake,0.12,47.06451,-68.4067,723938,2024-11-10,2024-11-16,Square Lake </br> 0.12%
Nov-10-2024 to Nov-16-2024,ME,Fish River Lake,0.68,46.82865,-68.7736,725058,2024-11-10,2024-11-16,Fish River Lake </br> 0.68%
Nov-10-2024 to Nov-16-2024,ME,Portage Lake,0.43,46.78602,-68.5091,725074,2024-11-10,2024-11-16,Portage Lake </br> 0.43%
Nov-10-2024 to Nov-16-2024,KS,Perry Lake,0.48,39.18347,-95.4522,746373,2024-11-10,2024-11-16,Perry Lake </br> 0.48%
Nov-10-2024 to Nov-16-2024,ME,Madawaska Lake,0.73,47.02536,-68.2131,802433,2024-11-10,2024-11-16,Madawaska Lake </br> 0.73%
Nov-10-2024 to Nov-16-2024,ME,Squapan Lake,0.46,46.54401,-68.2436,803413,2024-11-10,2024-11-16,Squapan Lake </br> 0.46%
Nov-10-2024 to Nov-16-2024,ME,Millinocket Lake,0.12,46.29874,-68.8853,806283,2024-11-10,2024-11-16,Millinocket Lake </br> 0.12%
Nov-10-2024 to Nov-16-2024,ME,Umcolcus Lake,0.22,46.28783,-68.4356,806301,2024-11-10,2024-11-16,Umcolcus Lake </br> 0.22%
Nov-10-2024 to Nov-16-2024,ME,Millimagassett Lake,0.04,46.28425,-68.7835,806311,2024-11-10,2024-11-16,Millimagassett Lake </br> 0.04%
Nov-10-2024 to Nov-16-2024,ME,Meduxnekeag Lake,0.12,46.09414,-68.0295,817877,2024-11-10,2024-11-16,Meduxnekeag Lake </br> 0.12%
Nov-10-2024 to Nov-16-2024,OK,Lake Yahola,0.41,36.22022,-95.9341,847048,2024-11-10,2024-11-16,Lake Yahola </br> 0.41%
Nov-10-2024 to Nov-16-2024,CO,Holbrook Reservoir,2.49,38.06316,-103.61,914071,2024-11-10,2024-11-16,Holbrook Reservoir </br> 2.49%
Nov-10-2024 to Nov-16-2024,CO,Turquoise Lake,0.62,39.26924,-106.383,916247,2024-11-10,2024-11-16,Turquoise Lake </br> 0.62%
Nov-10-2024 to Nov-16-2024,CO,Twin Lakes,0.26,39.08425,-106.333,916361,2024-11-10,2024-11-16,Twin Lakes </br> 0.26%
Nov-10-2024 to Nov-16-2024,CO,Twin Lakes Reservoir,0.32,39.07928,-106.365,916363,2024-11-10,2024-11-16,Twin Lakes Reservoir </br> 0.32%
Nov-10-2024 to Nov-16-2024,CO,Trinidad Lake,0.11,37.13644,-104.576,936750,2024-11-10,2024-11-16,Trinidad Lake </br> 0.11%
Nov-10-2024 to Nov-16-2024,CO,Lake Henry,14.78,38.26428,-103.709,975120,2024-11-10,2024-11-16,Lake Henry </br> 14.78%
Nov-10-2024 to Nov-16-2024,CO,Lake Meredith,12.54,38.19088,-103.703,975154,2024-11-10,2024-11-16,Lake Meredith </br> 12.54%
Nov-10-2024 to Nov-16-2024,TX,Lake A,0.05,33.10272,-95.0664,1010018,2024-11-10,2024-11-16,Lake A </br> 0.05%
Nov-10-2024 to Nov-16-2024,TX,Lake Cypress Springs,4.46,33.05924,-95.1886,1010164,2024-11-10,2024-11-16,Lake Cypress Springs </br> 4.46%
Nov-10-2024 to Nov-16-2024,TX,Lake O' the Pines,1.23,32.80087,-94.6107,1010832,2024-11-10,2024-11-16,Lake O' the Pines </br> 1.23%
Nov-10-2024 to Nov-16-2024,ME,Spencer Pond,0.22,45.74255,-69.5687,1021378,2024-11-10,2024-11-16,Spencer Pond </br> 0.22%
Nov-10-2024 to Nov-16-2024,ME,First Roach Pond,0.12,45.65463,-69.3792,1021504,2024-11-10,2024-11-16,First Roach Pond </br> 0.12%
Nov-10-2024 to Nov-16-2024,ME,Mountain View Pond,0.14,45.51955,-69.6901,1021692,2024-11-10,2024-11-16,Mountain View Pond </br> 0.14%
Nov-10-2024 to Nov-16-2024,ME,Long Pond,0.27,45.62674,-70.0871,1023054,2024-11-10,2024-11-16,Long Pond </br> 0.27%
Nov-10-2024 to Nov-16-2024,ME,Wood Pond,0.14,45.61972,-70.2776,1023066,2024-11-10,2024-11-16,Wood Pond </br> 0.14%
Nov-10-2024 to Nov-16-2024,ME,Attean Pond,0.1,45.56945,-70.2854,1023120,2024-11-10,2024-11-16,Attean Pond </br> 0.1%
Nov-10-2024 to Nov-16-2024,ME,Joes Hole,0.26,45.30665,-69.8405,1024266,2024-11-10,2024-11-16,Joes Hole </br> 0.26%
Nov-10-2024 to Nov-16-2024,ME,Fish Pond,0.15,45.40137,-70.2919,1031381,2024-11-10,2024-11-16,Fish Pond </br> 0.15%
Nov-10-2024 to Nov-16-2024,ME,Flagstaff Lake,0.12,45.19867,-70.3081,1031669,2024-11-10,2024-11-16,Flagstaff Lake </br> 0.12%
Nov-10-2024 to Nov-16-2024,ME,West Carry Pond,0.2,45.16877,-70.1111,1031729,2024-11-10,2024-11-16,West Carry Pond </br> 0.2%
Nov-10-2024 to Nov-16-2024,GA,Lake Sinclair,0.24,33.20784,-83.2584,1054153,2024-11-10,2024-11-16,Lake Sinclair </br> 0.24%
Nov-10-2024 to Nov-16-2024,MN,White Bear Lake,0.1,45.0773,-92.9805,1097324,2024-11-10,2024-11-16,White Bear Lake </br> 0.1%
Nov-10-2024 to Nov-16-2024,MN,Coon Lake,0.16,45.30549,-93.1664,1098396,2024-11-10,2024-11-16,Coon Lake </br> 0.16%
Nov-10-2024 to Nov-16-2024,MN,Bald Eagle Lake,2.51,45.11416,-93.0156,1099052,2024-11-10,2024-11-16,Bald Eagle Lake </br> 2.51%
Nov-10-2024 to Nov-16-2024,MN,Lower Lake (Lake Minnetonka),0.1,44.93976,-93.556,1101590,2024-11-10,2024-11-16,Lower Lake (Lake Minnetonka) </br> 0.1%
Nov-10-2024 to Nov-16-2024,MN,West Arm (Lake Minnetonka),16.33,44.94627,-93.6429,1101642,2024-11-10,2024-11-16,West Arm (Lake Minnetonka) </br> 16.33%
Nov-10-2024 to Nov-16-2024,MN,Lake Calhoun,0.23,44.9418,-93.3118,1101684,2024-11-10,2024-11-16,Lake Calhoun </br> 0.23%
Nov-10-2024 to Nov-16-2024,MN,Lake Minnetonka,0.19,44.91341,-93.6393,1101734,2024-11-10,2024-11-16,Lake Minnetonka </br> 0.19%
Nov-10-2024 to Nov-16-2024,TX,B A Steinhagen Lake,0.2,30.85543,-94.1948,1111211,2024-11-10,2024-11-16,B A Steinhagen Lake </br> 0.2%
Nov-10-2024 to Nov-16-2024,TX,Lake Sulphur Springs,0.35,33.17231,-95.629,1122789,2024-11-10,2024-11-16,Lake Sulphur Springs </br> 0.35%
Nov-10-2024 to Nov-16-2024,TX,Wright Patman Lake,4.34,33.27829,-94.2707,1127701,2024-11-10,2024-11-16,Wright Patman Lake </br> 4.34%
Nov-10-2024 to Nov-16-2024,TX,Goss Lake,0.14,33.27757,-94.0697,1127853,2024-11-10,2024-11-16,Goss Lake </br> 0.14%
Nov-10-2024 to Nov-16-2024,TX,River Crest Reservoir,34.43,33.39157,-95.1555,1128997,2024-11-10,2024-11-16,River Crest Reservoir </br> 34.43%
Nov-10-2024 to Nov-16-2024,LA,Black Bayou Lake,0.11,32.91292,-93.95,1135442,2024-11-10,2024-11-16,Black Bayou Lake </br> 0.11%
Nov-10-2024 to Nov-16-2024,TX,Lake Tyler,0.21,32.23912,-95.1512,1147787,2024-11-10,2024-11-16,Lake Tyler </br> 0.21%
Nov-10-2024 to Nov-16-2024,TX,Lake Striker,0.22,31.95969,-94.989,1148575,2024-11-10,2024-11-16,Lake Striker </br> 0.22%
Nov-10-2024 to Nov-16-2024,TX,Lake Nacogdoches,0.14,31.62249,-94.8184,1149471,2024-11-10,2024-11-16,Lake Nacogdoches </br> 0.14%
Nov-10-2024 to Nov-16-2024,TX,Ester Lake,0.64,31.21716,-94.2536,1158647,2024-11-10,2024-11-16,Ester Lake </br> 0.64%
Nov-10-2024 to Nov-16-2024,TX,Kurth Lake,0.36,31.44449,-94.691,1158651,2024-11-10,2024-11-16,Kurth Lake </br> 0.36%
Nov-10-2024 to Nov-16-2024,CO,Williams Fork Reservoir,0.31,40.01526,-106.21,1230577,2024-11-10,2024-11-16,Williams Fork Reservoir </br> 0.31%
Nov-10-2024 to Nov-16-2024,CO,Grand Lake,0.2,40.23162,-105.835,1233435,2024-11-10,2024-11-16,Grand Lake </br> 0.2%
Nov-10-2024 to Nov-16-2024,CO,Lake Granby,0.07,40.15546,-105.849,1233515,2024-11-10,2024-11-16,Lake Granby </br> 0.07%
Nov-10-2024 to Nov-16-2024,TX,White Rock Lake,1.36,32.83606,-96.7226,1259469,2024-11-10,2024-11-16,White Rock Lake </br> 1.36%
Nov-10-2024 to Nov-16-2024,TX,Trinidad Lake,44.84,32.1175,-96.0936,1262105,2024-11-10,2024-11-16,Trinidad Lake </br> 44.84%
Nov-10-2024 to Nov-16-2024,TX,Lake Worth,23.83,32.80908,-97.4615,1267710,2024-11-10,2024-11-16,Lake Worth </br> 23.83%
Nov-10-2024 to Nov-16-2024,TX,Lake Weatherford,45.84,32.78419,-97.6875,1267786,2024-11-10,2024-11-16,Lake Weatherford </br> 45.84%
Nov-10-2024 to Nov-16-2024,TX,Lake Arlington,14.64,32.70435,-97.2132,1267898,2024-11-10,2024-11-16,Lake Arlington </br> 14.64%
Nov-10-2024 to Nov-16-2024,TX,Benbrook Lake,2.93,32.62671,-97.4682,1267968,2024-11-10,2024-11-16,Benbrook Lake </br> 2.93%
Nov-10-2024 to Nov-16-2024,TX,Mountain Creek Lake,32.76,32.71806,-96.9614,1269548,2024-11-10,2024-11-16,Mountain Creek Lake </br> 32.76%
Nov-10-2024 to Nov-16-2024,TX,Lavon Lake,9.09,33.10404,-96.4712,1291638,2024-11-10,2024-11-16,Lavon Lake </br> 9.09%
Nov-10-2024 to Nov-16-2024,TX,New Terrell City Lake,27.34,32.74228,-96.1728,1296744,2024-11-10,2024-11-16,New Terrell City Lake </br> 27.34%
Nov-10-2024 to Nov-16-2024,TX,Lake Bridgeport,0.19,33.21846,-97.8659,1304891,2024-11-10,2024-11-16,Lake Bridgeport </br> 0.19%
Nov-10-2024 to Nov-16-2024,CO,Green Mountain Reservoir,0.45,39.87126,-106.285,1311881,2024-11-10,2024-11-16,Green Mountain Reservoir </br> 0.45%
Nov-10-2024 to Nov-16-2024,CO,Dillon Reservoir,0.7,39.60147,-106.058,1312051,2024-11-10,2024-11-16,Dillon Reservoir </br> 0.7%
Nov-10-2024 to Nov-16-2024,CO,Taylor Park Reservoir,0.41,38.83539,-106.58,1332558,2024-11-10,2024-11-16,Taylor Park Reservoir </br> 0.41%
Nov-10-2024 to Nov-16-2024,CO,Steamboat Lake,2.25,40.79592,-106.965,1353298,2024-11-10,2024-11-16,Steamboat Lake </br> 2.25%
Nov-10-2024 to Nov-16-2024,UT,Pelican Lake,0.26,40.19259,-109.682,1371518,2024-11-10,2024-11-16,Pelican Lake </br> 0.26%
Nov-10-2024 to Nov-16-2024,AZ,Many Farms Lake,0.51,36.35332,-109.583,1408803,2024-11-10,2024-11-16,Many Farms Lake </br> 0.51%
Nov-10-2024 to Nov-16-2024,TX,Bardwell Lake,29.87,32.28141,-96.6641,1445978,2024-11-10,2024-11-16,Bardwell Lake </br> 29.87%
Nov-10-2024 to Nov-16-2024,TX,Fairfield Lake,0.39,31.79518,-96.062,1454297,2024-11-10,2024-11-16,Fairfield Lake </br> 0.39%
Nov-10-2024 to Nov-16-2024,TX,Houston County Lake,0.42,31.41438,-95.5776,1455553,2024-11-10,2024-11-16,Houston County Lake </br> 0.42%
Nov-10-2024 to Nov-16-2024,TX,Lewis Creek Reservoir,0.07,30.43564,-95.5352,1466524,2024-11-10,2024-11-16,Lewis Creek Reservoir </br> 0.07%
Nov-10-2024 to Nov-16-2024,TX,Sabine Lake,13.65,29.89961,-93.8889,1475947,2024-11-10,2024-11-16,Sabine Lake </br> 13.65%
Nov-10-2024 to Nov-16-2024,TX,Knight Lake,2.07,29.70597,-93.9862,1476649,2024-11-10,2024-11-16,Knight Lake </br> 2.07%
Nov-10-2024 to Nov-16-2024,TX,Sabine Lake,0.14,29.88602,-93.8433,1477365,2024-11-10,2024-11-16,Sabine Lake </br> 0.14%
Nov-10-2024 to Nov-16-2024,TX,Clam Lake,0.28,29.68687,-94.0986,1478803,2024-11-10,2024-11-16,Clam Lake </br> 0.28%
Nov-10-2024 to Nov-16-2024,TX,Woodlands Golf Course Lake,0.75,30.7671,-95.1656,1492358,2024-11-10,2024-11-16,Woodlands Golf Course Lake </br> 0.75%
Nov-10-2024 to Nov-16-2024,TX,Lake Charlotte,33.05,29.868,-94.7257,1514105,2024-11-10,2024-11-16,Lake Charlotte </br> 33.05%
Nov-10-2024 to Nov-16-2024,TX,Lost Lake,13.57,29.85921,-94.7835,1514129,2024-11-10,2024-11-16,Lost Lake </br> 13.57%
Nov-10-2024 to Nov-16-2024,TX,Lake Anahuac,26.82,29.80275,-94.684,1514219,2024-11-10,2024-11-16,Lake Anahuac </br> 26.82%
Nov-10-2024 to Nov-16-2024,TX,Cotton Lake,30.19,29.79816,-94.8073,1514331,2024-11-10,2024-11-16,Cotton Lake </br> 30.19%
Nov-10-2024 to Nov-16-2024,TX,Wet Marsh Pond,0.35,29.77277,-94.8163,1514367,2024-11-10,2024-11-16,Wet Marsh Pond </br> 0.35%
Nov-10-2024 to Nov-16-2024,TX,Robinson Lake,10.63,29.58477,-94.5971,1523391,2024-11-10,2024-11-16,Robinson Lake </br> 10.63%
Nov-10-2024 to Nov-16-2024,TX,Lake Surprise,62.53,29.55322,-94.6808,1523509,2024-11-10,2024-11-16,Lake Surprise </br> 62.53%
Nov-10-2024 to Nov-16-2024,CO,Lake Pueblo,0.12,38.26593,-104.753,1531545,2024-11-10,2024-11-16,Lake Pueblo </br> 0.12%
Nov-10-2024 to Nov-16-2024,TX,Clear Lake,18.35,29.55251,-95.061,1562034,2024-11-10,2024-11-16,Clear Lake </br> 18.35%
Nov-10-2024 to Nov-16-2024,TX,Galveston County Industrial Water Reservoir,2.73,29.4387,-94.9747,1573030,2024-11-10,2024-11-16,Galveston County Industrial Water Reservoir </br> 2.73%
Nov-10-2024 to Nov-16-2024,TX,Oyster Lake,0.28,29.12179,-95.1749,1573668,2024-11-10,2024-11-16,Oyster Lake </br> 0.28%
Nov-10-2024 to Nov-16-2024,TX,Salt Lake,0.61,29.03822,-95.2555,1573900,2024-11-10,2024-11-16,Salt Lake </br> 0.61%
Nov-10-2024 to Nov-16-2024,CO,Adobe Creek Reservoir,6.89,38.26192,-103.246,1593551,2024-11-10,2024-11-16,Adobe Creek Reservoir </br> 6.89%
Nov-10-2024 to Nov-16-2024,CO,Neegronda Reservoir,1.27,38.30302,-102.755,1594371,2024-11-10,2024-11-16,Neegronda Reservoir </br> 1.27%
Nov-10-2024 to Nov-16-2024,CO,Queen Reservoir,19.48,38.29501,-102.65,1594373,2024-11-10,2024-11-16,Queen Reservoir </br> 19.48%
Nov-10-2024 to Nov-16-2024,TX,Cowtrap Lake,1,28.85446,-95.5224,1613786,2024-11-10,2024-11-16,Cowtrap Lake </br> 1%
Nov-10-2024 to Nov-16-2024,TX,Lake Austin,9.08,28.7926,-95.7929,1613898,2024-11-10,2024-11-16,Lake Austin </br> 9.08%
Nov-10-2024 to Nov-16-2024,ME,Rowe Pond,0.09,46.20594,-69.6062,1698272,2024-11-10,2024-11-16,Rowe Pond </br> 0.09%
Nov-10-2024 to Nov-16-2024,ME,Shallow Lake,12.31,46.22598,-69.4799,1698278,2024-11-10,2024-11-16,Shallow Lake </br> 12.31%
Nov-10-2024 to Nov-16-2024,ME,Umbbazooksus Lake,0.07,46.16857,-69.3775,1698316,2024-11-10,2024-11-16,Umbbazooksus Lake </br> 0.07%
Nov-10-2024 to Nov-16-2024,ME,Loon Lake,0.17,46.14701,-69.6392,1698322,2024-11-10,2024-11-16,Loon Lake </br> 0.17%
Nov-10-2024 to Nov-16-2024,ME,Longley Pond,0.11,46.16018,-69.4388,1698326,2024-11-10,2024-11-16,Longley Pond </br> 0.11%
Nov-10-2024 to Nov-16-2024,ME,Nesowadnehunk Lake,0.12,46.04055,-69.096,1698422,2024-11-10,2024-11-16,Nesowadnehunk Lake </br> 0.12%
Nov-10-2024 to Nov-16-2024,ME,Millinocket Lake,0.09,45.75953,-68.7944,1699384,2024-11-10,2024-11-16,Millinocket Lake </br> 0.09%
Nov-10-2024 to Nov-16-2024,ME,Dolby Pond,0.08,45.65227,-68.6306,1699482,2024-11-10,2024-11-16,Dolby Pond </br> 0.08%
Nov-10-2024 to Nov-16-2024,ME,Upper Jo-Mary Lake,0.06,45.60065,-68.962,1699556,2024-11-10,2024-11-16,Upper Jo-Mary Lake </br> 0.06%
Nov-10-2024 to Nov-16-2024,ME,Mud Pond,0.09,45.96272,-69.2872,1700848,2024-11-10,2024-11-16,Mud Pond </br> 0.09%
Nov-10-2024 to Nov-16-2024,ME,Harrington Lake,0.08,45.93605,-69.1621,1700856,2024-11-10,2024-11-16,Harrington Lake </br> 0.08%
Nov-10-2024 to Nov-16-2024,ME,Seboomook Lake,0.5,45.91353,-69.848,1700864,2024-11-10,2024-11-16,Seboomook Lake </br> 0.5%
Nov-10-2024 to Nov-16-2024,ME,Lobster Lake,0.12,45.85474,-69.5238,1700982,2024-11-10,2024-11-16,Lobster Lake </br> 0.12%
Nov-10-2024 to Nov-16-2024,ME,Ragged Lake,0.13,45.82058,-69.3758,1701002,2024-11-10,2024-11-16,Ragged Lake </br> 0.13%
Nov-10-2024 to Nov-16-2024,ME,Rainbow Lake,0.12,45.82396,-69.1166,1701038,2024-11-10,2024-11-16,Rainbow Lake </br> 0.12%
Nov-10-2024 to Nov-16-2024,ME,Third Debsconeag Lake,0.04,45.75816,-69.0303,1701156,2024-11-10,2024-11-16,Third Debsconeag Lake </br> 0.04%
Nov-10-2024 to Nov-16-2024,ME,Grand Lake Seboeis,0.04,46.29646,-68.6503,1710508,2024-11-10,2024-11-16,Grand Lake Seboeis </br> 0.04%
