date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Aug-18-2024 to Aug-24-2024,TX,Resaca de La Palma Reservoir,99.98,25.97196,-97.5511,207611,2024-08-18,2024-08-24,Resaca de La Palma Reservoir </br> 99.98%
Aug-18-2024 to Aug-24-2024,CO,Jackson Reservoir,86.17,40.39189,-104.074,224233,2024-08-18,2024-08-24,Jackson Reservoir </br> 86.17%
Aug-18-2024 to Aug-24-2024,CO,Riverside Reservoir,54.54,40.33816,-104.263,224311,2024-08-18,2024-08-24,Riverside Reservoir </br> 54.54%
Aug-18-2024 to Aug-24-2024,CO,Lower Latham Reservoir,82.48,40.34583,-104.639,224361,2024-08-18,2024-08-24,Lower Latham Reservoir </br> 82.48%
Aug-18-2024 to Aug-24-2024,CO,Empire Reservoir,79.09,40.2678,-104.163,224443,2024-08-18,2024-08-24,Empire Reservoir </br> 79.09%
Aug-18-2024 to Aug-24-2024,CO,Milton Reservoir,48.24,40.2264,-104.642,224573,2024-08-18,2024-08-24,Milton Reservoir </br> 48.24%
Aug-18-2024 to Aug-24-2024,CO,Standley Lake,4.03,39.86374,-105.124,228235,2024-08-18,2024-08-24,Standley Lake </br> 4.03%
Aug-18-2024 to Aug-24-2024,CO,Barr Lake,32.66,39.94319,-104.764,228919,2024-08-18,2024-08-24,Barr Lake </br> 32.66%
Aug-18-2024 to Aug-24-2024,CO,Cherry Creek Lake,13.12,39.64032,-104.855,229217,2024-08-18,2024-08-24,Cherry Creek Lake </br> 13.12%
Aug-18-2024 to Aug-24-2024,OK,Lake Hefner,8.63,35.56682,-97.5951,253350,2024-08-18,2024-08-24,Lake Hefner </br> 8.63%
Aug-18-2024 to Aug-24-2024,MI,Round Lake,2.44,46.15092,-86.7447,271501,2024-08-18,2024-08-24,Round Lake </br> 2.44%
Aug-18-2024 to Aug-24-2024,OK,Shell Lake,55.66,36.19126,-96.1797,368347,2024-08-18,2024-08-24,Shell Lake </br> 55.66%
Aug-18-2024 to Aug-24-2024,OK,Webbers Falls Reservoir,1.21,35.60737,-95.221,381408,2024-08-18,2024-08-24,Webbers Falls Reservoir </br> 1.21%
Aug-18-2024 to Aug-24-2024,OK,Canton Lake,80.29,36.12569,-98.6147,389774,2024-08-18,2024-08-24,Canton Lake </br> 80.29%
Aug-18-2024 to Aug-24-2024,OK,Tenkiller Lake,0.67,35.7169,-94.9482,399680,2024-08-18,2024-08-24,Tenkiller Lake </br> 0.67%
Aug-18-2024 to Aug-24-2024,OK,Tenkiller Ferry Lake,1.07,35.63059,-95.0342,402142,2024-08-18,2024-08-24,Tenkiller Ferry Lake </br> 1.07%
Aug-18-2024 to Aug-24-2024,OK,Lake Murray,2.85,34.07157,-97.0757,423160,2024-08-18,2024-08-24,Lake Murray </br> 2.85%
Aug-18-2024 to Aug-24-2024,OK,Stanley Draper Lake,3.49,35.35016,-97.356,481582,2024-08-18,2024-08-24,Stanley Draper Lake </br> 3.49%
Aug-18-2024 to Aug-24-2024,OK,Lake Thunderbird,49.51,35.23374,-97.2577,481656,2024-08-18,2024-08-24,Lake Thunderbird </br> 49.51%
Aug-18-2024 to Aug-24-2024,OK,Lake McMurtry,15.42,36.18245,-97.1858,491560,2024-08-18,2024-08-24,Lake McMurtry </br> 15.42%
Aug-18-2024 to Aug-24-2024,OK,Lake Carl Blackwell,56.54,36.13618,-97.228,491604,2024-08-18,2024-08-24,Lake Carl Blackwell </br> 56.54%
Aug-18-2024 to Aug-24-2024,OK,Lake McAlester,4.3,35.03047,-95.8296,510415,2024-08-18,2024-08-24,Lake McAlester </br> 4.3%
Aug-18-2024 to Aug-24-2024,OK,S Lake Eufaula,10.53,34.95741,-95.6102,513979,2024-08-18,2024-08-24,S Lake Eufaula </br> 10.53%
Aug-18-2024 to Aug-24-2024,OK,Dripping Springs Lake,1.98,35.56111,-96.1173,534887,2024-08-18,2024-08-24,Dripping Springs Lake </br> 1.98%
Aug-18-2024 to Aug-24-2024,OK,South Lake,1.98,34.0705,-95.4183,592596,2024-08-18,2024-08-24,South Lake </br> 1.98%
Aug-18-2024 to Aug-24-2024,OK,Pine Creek Reservoir,51.92,34.15248,-95.103,617546,2024-08-18,2024-08-24,Pine Creek Reservoir </br> 51.92%
Aug-18-2024 to Aug-24-2024,OK,Broken Bow Lake,2.21,34.21277,-94.6843,630011,2024-08-18,2024-08-24,Broken Bow Lake </br> 2.21%
Aug-18-2024 to Aug-24-2024,OK,Lake Ellsworth,51.24,34.82354,-98.3534,672210,2024-08-18,2024-08-24,Lake Ellsworth </br> 51.24%
Aug-18-2024 to Aug-24-2024,OK,Lake Lawtonka,63.02,34.75722,-98.5078,672260,2024-08-18,2024-08-24,Lake Lawtonka </br> 63.02%
Aug-18-2024 to Aug-24-2024,OK,Fort Cobb Reservoir,69.63,35.19674,-98.483,681831,2024-08-18,2024-08-24,Fort Cobb Reservoir </br> 69.63%
Aug-18-2024 to Aug-24-2024,ME,Long Lake,4.46,46.625,-69.3767,717696,2024-08-18,2024-08-24,Long Lake </br> 4.46%
Aug-18-2024 to Aug-24-2024,ME,Clear Lake,2.94,46.52027,-69.1287,717824,2024-08-18,2024-08-24,Clear Lake </br> 2.94%
Aug-18-2024 to Aug-24-2024,ME,Heron-Churchill Lakes,1.51,46.37289,-69.3412,719480,2024-08-18,2024-08-24,Heron-Churchill Lakes </br> 1.51%
Aug-18-2024 to Aug-24-2024,ME,Pleasant Lake,1.98,46.47316,-69.1799,719490,2024-08-18,2024-08-24,Pleasant Lake </br> 1.98%
Aug-18-2024 to Aug-24-2024,ME,Spider Lake,1.76,46.44826,-69.2087,719500,2024-08-18,2024-08-24,Spider Lake </br> 1.76%
Aug-18-2024 to Aug-24-2024,ME,Haymock Lake,1.1,46.30324,-69.1849,719644,2024-08-18,2024-08-24,Haymock Lake </br> 1.1%
Aug-18-2024 to Aug-24-2024,ME,Indian Pond,0.97,46.25543,-69.2934,719684,2024-08-18,2024-08-24,Indian Pond </br> 0.97%
Aug-18-2024 to Aug-24-2024,ME,Long Lake,1.57,47.20638,-68.241,723898,2024-08-18,2024-08-24,Long Lake </br> 1.57%
Aug-18-2024 to Aug-24-2024,ME,Mud Lake,1.09,47.15382,-68.292,723936,2024-08-18,2024-08-24,Mud Lake </br> 1.09%
Aug-18-2024 to Aug-24-2024,ME,Square Lake,1.64,47.06451,-68.4067,723938,2024-08-18,2024-08-24,Square Lake </br> 1.64%
Aug-18-2024 to Aug-24-2024,ME,Fish River Lake,3.69,46.82865,-68.7736,725058,2024-08-18,2024-08-24,Fish River Lake </br> 3.69%
Aug-18-2024 to Aug-24-2024,ME,Portage Lake,3.16,46.78602,-68.5091,725074,2024-08-18,2024-08-24,Portage Lake </br> 3.16%
Aug-18-2024 to Aug-24-2024,KS,Perry Lake,9.81,39.18347,-95.4522,746373,2024-08-18,2024-08-24,Perry Lake </br> 9.81%
Aug-18-2024 to Aug-24-2024,ME,Madawaska Lake,12.5,47.02536,-68.2131,802433,2024-08-18,2024-08-24,Madawaska Lake </br> 12.5%
Aug-18-2024 to Aug-24-2024,ME,Squapan Lake,3.48,46.54401,-68.2436,803413,2024-08-18,2024-08-24,Squapan Lake </br> 3.48%
Aug-18-2024 to Aug-24-2024,ME,Millinocket Lake,1.2,46.29874,-68.8853,806283,2024-08-18,2024-08-24,Millinocket Lake </br> 1.2%
Aug-18-2024 to Aug-24-2024,ME,Umcolcus Lake,2.52,46.28783,-68.4356,806301,2024-08-18,2024-08-24,Umcolcus Lake </br> 2.52%
Aug-18-2024 to Aug-24-2024,ME,Millimagassett Lake,0.57,46.28425,-68.7835,806311,2024-08-18,2024-08-24,Millimagassett Lake </br> 0.57%
Aug-18-2024 to Aug-24-2024,ME,Meduxnekeag Lake,1.82,46.09414,-68.0295,817877,2024-08-18,2024-08-24,Meduxnekeag Lake </br> 1.82%
Aug-18-2024 to Aug-24-2024,OK,Lake Yahola,13.61,36.22022,-95.9341,847048,2024-08-18,2024-08-24,Lake Yahola </br> 13.61%
Aug-18-2024 to Aug-24-2024,CO,Holbrook Reservoir,43.23,38.06316,-103.61,914071,2024-08-18,2024-08-24,Holbrook Reservoir </br> 43.23%
Aug-18-2024 to Aug-24-2024,CO,Turquoise Lake,3.28,39.26924,-106.383,916247,2024-08-18,2024-08-24,Turquoise Lake </br> 3.28%
Aug-18-2024 to Aug-24-2024,CO,Twin Lakes,1.89,39.08425,-106.333,916361,2024-08-18,2024-08-24,Twin Lakes </br> 1.89%
Aug-18-2024 to Aug-24-2024,CO,Twin Lakes Reservoir,2.27,39.07928,-106.365,916363,2024-08-18,2024-08-24,Twin Lakes Reservoir </br> 2.27%
Aug-18-2024 to Aug-24-2024,CO,Trinidad Lake,2.01,37.13644,-104.576,936750,2024-08-18,2024-08-24,Trinidad Lake </br> 2.01%
Aug-18-2024 to Aug-24-2024,CO,Lake Henry,82.94,38.26428,-103.709,975120,2024-08-18,2024-08-24,Lake Henry </br> 82.94%
Aug-18-2024 to Aug-24-2024,CO,Lake Meredith,80.53,38.19088,-103.703,975154,2024-08-18,2024-08-24,Lake Meredith </br> 80.53%
Aug-18-2024 to Aug-24-2024,TX,Lake A,1.29,33.10272,-95.0664,1010018,2024-08-18,2024-08-24,Lake A </br> 1.29%
Aug-18-2024 to Aug-24-2024,TX,Lake Cypress Springs,54.67,33.05924,-95.1886,1010164,2024-08-18,2024-08-24,Lake Cypress Springs </br> 54.67%
Aug-18-2024 to Aug-24-2024,TX,Lake O' the Pines,27.08,32.80087,-94.6107,1010832,2024-08-18,2024-08-24,Lake O' the Pines </br> 27.08%
Aug-18-2024 to Aug-24-2024,ME,Spencer Pond,1.8,45.74255,-69.5687,1021378,2024-08-18,2024-08-24,Spencer Pond </br> 1.8%
Aug-18-2024 to Aug-24-2024,ME,First Roach Pond,1.72,45.65463,-69.3792,1021504,2024-08-18,2024-08-24,First Roach Pond </br> 1.72%
Aug-18-2024 to Aug-24-2024,ME,Mountain View Pond,2.56,45.51955,-69.6901,1021692,2024-08-18,2024-08-24,Mountain View Pond </br> 2.56%
Aug-18-2024 to Aug-24-2024,ME,Long Pond,2.23,45.62674,-70.0871,1023054,2024-08-18,2024-08-24,Long Pond </br> 2.23%
Aug-18-2024 to Aug-24-2024,ME,Wood Pond,1.57,45.61972,-70.2776,1023066,2024-08-18,2024-08-24,Wood Pond </br> 1.57%
Aug-18-2024 to Aug-24-2024,ME,Attean Pond,1.48,45.56945,-70.2854,1023120,2024-08-18,2024-08-24,Attean Pond </br> 1.48%
Aug-18-2024 to Aug-24-2024,ME,Joes Hole,5.06,45.30665,-69.8405,1024266,2024-08-18,2024-08-24,Joes Hole </br> 5.06%
Aug-18-2024 to Aug-24-2024,ME,Fish Pond,2.64,45.40137,-70.2919,1031381,2024-08-18,2024-08-24,Fish Pond </br> 2.64%
Aug-18-2024 to Aug-24-2024,ME,Flagstaff Lake,1.77,45.19867,-70.3081,1031669,2024-08-18,2024-08-24,Flagstaff Lake </br> 1.77%
Aug-18-2024 to Aug-24-2024,ME,West Carry Pond,3.29,45.16877,-70.1111,1031729,2024-08-18,2024-08-24,West Carry Pond </br> 3.29%
Aug-18-2024 to Aug-24-2024,GA,Lake Sinclair,2.63,33.20784,-83.2584,1054153,2024-08-18,2024-08-24,Lake Sinclair </br> 2.63%
Aug-18-2024 to Aug-24-2024,MN,White Bear Lake,2.1,45.0773,-92.9805,1097324,2024-08-18,2024-08-24,White Bear Lake </br> 2.1%
Aug-18-2024 to Aug-24-2024,MN,Coon Lake,3.4,45.30549,-93.1664,1098396,2024-08-18,2024-08-24,Coon Lake </br> 3.4%
Aug-18-2024 to Aug-24-2024,MN,Bald Eagle Lake,36.28,45.11416,-93.0156,1099052,2024-08-18,2024-08-24,Bald Eagle Lake </br> 36.28%
Aug-18-2024 to Aug-24-2024,MN,Lower Lake (Lake Minnetonka),2.09,44.93976,-93.556,1101590,2024-08-18,2024-08-24,Lower Lake (Lake Minnetonka) </br> 2.09%
Aug-18-2024 to Aug-24-2024,MN,West Arm (Lake Minnetonka),80.53,44.94627,-93.6429,1101642,2024-08-18,2024-08-24,West Arm (Lake Minnetonka) </br> 80.53%
Aug-18-2024 to Aug-24-2024,MN,Lake Calhoun,4.56,44.9418,-93.3118,1101684,2024-08-18,2024-08-24,Lake Calhoun </br> 4.56%
Aug-18-2024 to Aug-24-2024,MN,Lake Minnetonka,3.78,44.91341,-93.6393,1101734,2024-08-18,2024-08-24,Lake Minnetonka </br> 3.78%
Aug-18-2024 to Aug-24-2024,TX,B A Steinhagen Lake,4.63,30.85543,-94.1948,1111211,2024-08-18,2024-08-24,B A Steinhagen Lake </br> 4.63%
Aug-18-2024 to Aug-24-2024,TX,Lake Sulphur Springs,8.01,33.17231,-95.629,1122789,2024-08-18,2024-08-24,Lake Sulphur Springs </br> 8.01%
Aug-18-2024 to Aug-24-2024,TX,Wright Patman Lake,55.18,33.27829,-94.2707,1127701,2024-08-18,2024-08-24,Wright Patman Lake </br> 55.18%
Aug-18-2024 to Aug-24-2024,TX,Goss Lake,3.99,33.27757,-94.0697,1127853,2024-08-18,2024-08-24,Goss Lake </br> 3.99%
Aug-18-2024 to Aug-24-2024,TX,River Crest Reservoir,94.34,33.39157,-95.1555,1128997,2024-08-18,2024-08-24,River Crest Reservoir </br> 94.34%
Aug-18-2024 to Aug-24-2024,LA,Black Bayou Lake,2.07,32.91292,-93.95,1135442,2024-08-18,2024-08-24,Black Bayou Lake </br> 2.07%
Aug-18-2024 to Aug-24-2024,TX,Lake Tyler,5.24,32.23912,-95.1512,1147787,2024-08-18,2024-08-24,Lake Tyler </br> 5.24%
Aug-18-2024 to Aug-24-2024,TX,Lake Striker,2.88,31.95969,-94.989,1148575,2024-08-18,2024-08-24,Lake Striker </br> 2.88%
Aug-18-2024 to Aug-24-2024,TX,Lake Nacogdoches,2.12,31.62249,-94.8184,1149471,2024-08-18,2024-08-24,Lake Nacogdoches </br> 2.12%
Aug-18-2024 to Aug-24-2024,TX,Ester Lake,3.82,31.21716,-94.2536,1158647,2024-08-18,2024-08-24,Ester Lake </br> 3.82%
Aug-18-2024 to Aug-24-2024,TX,Kurth Lake,8.43,31.44449,-94.691,1158651,2024-08-18,2024-08-24,Kurth Lake </br> 8.43%
Aug-18-2024 to Aug-24-2024,CO,Williams Fork Reservoir,2.57,40.01526,-106.21,1230577,2024-08-18,2024-08-24,Williams Fork Reservoir </br> 2.57%
Aug-18-2024 to Aug-24-2024,CO,Grand Lake,3.14,40.23162,-105.835,1233435,2024-08-18,2024-08-24,Grand Lake </br> 3.14%
Aug-18-2024 to Aug-24-2024,CO,Lake Granby,1.12,40.15546,-105.849,1233515,2024-08-18,2024-08-24,Lake Granby </br> 1.12%
Aug-18-2024 to Aug-24-2024,TX,White Rock Lake,24.71,32.83606,-96.7226,1259469,2024-08-18,2024-08-24,White Rock Lake </br> 24.71%
Aug-18-2024 to Aug-24-2024,TX,Trinidad Lake,95.72,32.1175,-96.0936,1262105,2024-08-18,2024-08-24,Trinidad Lake </br> 95.72%
Aug-18-2024 to Aug-24-2024,TX,Lake Worth,86.28,32.80908,-97.4615,1267710,2024-08-18,2024-08-24,Lake Worth </br> 86.28%
Aug-18-2024 to Aug-24-2024,TX,Lake Weatherford,94.94,32.78419,-97.6875,1267786,2024-08-18,2024-08-24,Lake Weatherford </br> 94.94%
Aug-18-2024 to Aug-24-2024,TX,Lake Arlington,78.83,32.70435,-97.2132,1267898,2024-08-18,2024-08-24,Lake Arlington </br> 78.83%
Aug-18-2024 to Aug-24-2024,TX,Benbrook Lake,37.58,32.62671,-97.4682,1267968,2024-08-18,2024-08-24,Benbrook Lake </br> 37.58%
Aug-18-2024 to Aug-24-2024,TX,Mountain Creek Lake,92.63,32.71806,-96.9614,1269548,2024-08-18,2024-08-24,Mountain Creek Lake </br> 92.63%
Aug-18-2024 to Aug-24-2024,TX,Lavon Lake,71.1,33.10404,-96.4712,1291638,2024-08-18,2024-08-24,Lavon Lake </br> 71.1%
Aug-18-2024 to Aug-24-2024,TX,New Terrell City Lake,89.34,32.74228,-96.1728,1296744,2024-08-18,2024-08-24,New Terrell City Lake </br> 89.34%
Aug-18-2024 to Aug-24-2024,TX,Lake Bridgeport,2.92,33.21846,-97.8659,1304891,2024-08-18,2024-08-24,Lake Bridgeport </br> 2.92%
Aug-18-2024 to Aug-24-2024,CO,Green Mountain Reservoir,2.92,39.87126,-106.285,1311881,2024-08-18,2024-08-24,Green Mountain Reservoir </br> 2.92%
Aug-18-2024 to Aug-24-2024,CO,Dillon Reservoir,3.78,39.60147,-106.058,1312051,2024-08-18,2024-08-24,Dillon Reservoir </br> 3.78%
Aug-18-2024 to Aug-24-2024,CO,Taylor Park Reservoir,2.93,38.83539,-106.58,1332558,2024-08-18,2024-08-24,Taylor Park Reservoir </br> 2.93%
Aug-18-2024 to Aug-24-2024,CO,Steamboat Lake,32.78,40.79592,-106.965,1353298,2024-08-18,2024-08-24,Steamboat Lake </br> 32.78%
Aug-18-2024 to Aug-24-2024,UT,Pelican Lake,2.75,40.19259,-109.682,1371518,2024-08-18,2024-08-24,Pelican Lake </br> 2.75%
Aug-18-2024 to Aug-24-2024,AZ,Many Farms Lake,10.28,36.35332,-109.583,1408803,2024-08-18,2024-08-24,Many Farms Lake </br> 10.28%
Aug-18-2024 to Aug-24-2024,TX,Bardwell Lake,89.26,32.28141,-96.6641,1445978,2024-08-18,2024-08-24,Bardwell Lake </br> 89.26%
Aug-18-2024 to Aug-24-2024,TX,Fairfield Lake,9.08,31.79518,-96.062,1454297,2024-08-18,2024-08-24,Fairfield Lake </br> 9.08%
Aug-18-2024 to Aug-24-2024,TX,Houston County Lake,9.59,31.41438,-95.5776,1455553,2024-08-18,2024-08-24,Houston County Lake </br> 9.59%
Aug-18-2024 to Aug-24-2024,TX,Lewis Creek Reservoir,2,30.43564,-95.5352,1466524,2024-08-18,2024-08-24,Lewis Creek Reservoir </br> 2%
Aug-18-2024 to Aug-24-2024,TX,Sabine Lake,74.02,29.89961,-93.8889,1475947,2024-08-18,2024-08-24,Sabine Lake </br> 74.02%
Aug-18-2024 to Aug-24-2024,TX,Knight Lake,27.61,29.70597,-93.9862,1476649,2024-08-18,2024-08-24,Knight Lake </br> 27.61%
Aug-18-2024 to Aug-24-2024,TX,Sabine Lake,2.5,29.88602,-93.8433,1477365,2024-08-18,2024-08-24,Sabine Lake </br> 2.5%
Aug-18-2024 to Aug-24-2024,TX,Clam Lake,4.23,29.68687,-94.0986,1478803,2024-08-18,2024-08-24,Clam Lake </br> 4.23%
Aug-18-2024 to Aug-24-2024,TX,Woodlands Golf Course Lake,16.84,30.7671,-95.1656,1492358,2024-08-18,2024-08-24,Woodlands Golf Course Lake </br> 16.84%
Aug-18-2024 to Aug-24-2024,TX,Lake Charlotte,90.79,29.868,-94.7257,1514105,2024-08-18,2024-08-24,Lake Charlotte </br> 90.79%
Aug-18-2024 to Aug-24-2024,TX,Lost Lake,76.98,29.85921,-94.7835,1514129,2024-08-18,2024-08-24,Lost Lake </br> 76.98%
Aug-18-2024 to Aug-24-2024,TX,Lake Anahuac,88.16,29.80275,-94.684,1514219,2024-08-18,2024-08-24,Lake Anahuac </br> 88.16%
Aug-18-2024 to Aug-24-2024,TX,Cotton Lake,90.14,29.79816,-94.8073,1514331,2024-08-18,2024-08-24,Cotton Lake </br> 90.14%
Aug-18-2024 to Aug-24-2024,TX,Wet Marsh Pond,7,29.77277,-94.8163,1514367,2024-08-18,2024-08-24,Wet Marsh Pond </br> 7%
Aug-18-2024 to Aug-24-2024,TX,Robinson Lake,68.66,29.58477,-94.5971,1523391,2024-08-18,2024-08-24,Robinson Lake </br> 68.66%
Aug-18-2024 to Aug-24-2024,TX,Lake Surprise,97.11,29.55322,-94.6808,1523509,2024-08-18,2024-08-24,Lake Surprise </br> 97.11%
Aug-18-2024 to Aug-24-2024,CO,Lake Pueblo,2.1,38.26593,-104.753,1531545,2024-08-18,2024-08-24,Lake Pueblo </br> 2.1%
Aug-18-2024 to Aug-24-2024,TX,Clear Lake,77.41,29.55251,-95.061,1562034,2024-08-18,2024-08-24,Clear Lake </br> 77.41%
Aug-18-2024 to Aug-24-2024,TX,Galveston County Industrial Water Reservoir,33.35,29.4387,-94.9747,1573030,2024-08-18,2024-08-24,Galveston County Industrial Water Reservoir </br> 33.35%
Aug-18-2024 to Aug-24-2024,TX,Oyster Lake,4.03,29.12179,-95.1749,1573668,2024-08-18,2024-08-24,Oyster Lake </br> 4.03%
Aug-18-2024 to Aug-24-2024,TX,Salt Lake,8.11,29.03822,-95.2555,1573900,2024-08-18,2024-08-24,Salt Lake </br> 8.11%
Aug-18-2024 to Aug-24-2024,CO,Adobe Creek Reservoir,69.15,38.26192,-103.246,1593551,2024-08-18,2024-08-24,Adobe Creek Reservoir </br> 69.15%
Aug-18-2024 to Aug-24-2024,CO,Neegronda Reservoir,26.18,38.30302,-102.755,1594371,2024-08-18,2024-08-24,Neegronda Reservoir </br> 26.18%
Aug-18-2024 to Aug-24-2024,CO,Queen Reservoir,87.07,38.29501,-102.65,1594373,2024-08-18,2024-08-24,Queen Reservoir </br> 87.07%
Aug-18-2024 to Aug-24-2024,TX,Cowtrap Lake,12.89,28.85446,-95.5224,1613786,2024-08-18,2024-08-24,Cowtrap Lake </br> 12.89%
Aug-18-2024 to Aug-24-2024,TX,Lake Austin,60.56,28.7926,-95.7929,1613898,2024-08-18,2024-08-24,Lake Austin </br> 60.56%
Aug-18-2024 to Aug-24-2024,ME,Rowe Pond,1.92,46.20594,-69.6062,1698272,2024-08-18,2024-08-24,Rowe Pond </br> 1.92%
Aug-18-2024 to Aug-24-2024,ME,Shallow Lake,72.91,46.22598,-69.4799,1698278,2024-08-18,2024-08-24,Shallow Lake </br> 72.91%
Aug-18-2024 to Aug-24-2024,ME,Umbbazooksus Lake,1.37,46.16857,-69.3775,1698316,2024-08-18,2024-08-24,Umbbazooksus Lake </br> 1.37%
Aug-18-2024 to Aug-24-2024,ME,Loon Lake,3.37,46.14701,-69.6392,1698322,2024-08-18,2024-08-24,Loon Lake </br> 3.37%
Aug-18-2024 to Aug-24-2024,ME,Longley Pond,2.01,46.16018,-69.4388,1698326,2024-08-18,2024-08-24,Longley Pond </br> 2.01%
Aug-18-2024 to Aug-24-2024,ME,Nesowadnehunk Lake,1.58,46.04055,-69.096,1698422,2024-08-18,2024-08-24,Nesowadnehunk Lake </br> 1.58%
Aug-18-2024 to Aug-24-2024,ME,Millinocket Lake,1.29,45.75953,-68.7944,1699384,2024-08-18,2024-08-24,Millinocket Lake </br> 1.29%
Aug-18-2024 to Aug-24-2024,ME,Dolby Pond,1.55,45.65227,-68.6306,1699482,2024-08-18,2024-08-24,Dolby Pond </br> 1.55%
Aug-18-2024 to Aug-24-2024,ME,Upper Jo-Mary Lake,0.99,45.60065,-68.962,1699556,2024-08-18,2024-08-24,Upper Jo-Mary Lake </br> 0.99%
Aug-18-2024 to Aug-24-2024,ME,Mud Pond,1.63,45.96272,-69.2872,1700848,2024-08-18,2024-08-24,Mud Pond </br> 1.63%
Aug-18-2024 to Aug-24-2024,ME,Harrington Lake,1.53,45.93605,-69.1621,1700856,2024-08-18,2024-08-24,Harrington Lake </br> 1.53%
Aug-18-2024 to Aug-24-2024,ME,Seboomook Lake,3.45,45.91353,-69.848,1700864,2024-08-18,2024-08-24,Seboomook Lake </br> 3.45%
Aug-18-2024 to Aug-24-2024,ME,Lobster Lake,1.45,45.85474,-69.5238,1700982,2024-08-18,2024-08-24,Lobster Lake </br> 1.45%
Aug-18-2024 to Aug-24-2024,ME,Ragged Lake,1.67,45.82058,-69.3758,1701002,2024-08-18,2024-08-24,Ragged Lake </br> 1.67%
Aug-18-2024 to Aug-24-2024,ME,Rainbow Lake,2.25,45.82396,-69.1166,1701038,2024-08-18,2024-08-24,Rainbow Lake </br> 2.25%
Aug-18-2024 to Aug-24-2024,ME,Third Debsconeag Lake,0.78,45.75816,-69.0303,1701156,2024-08-18,2024-08-24,Third Debsconeag Lake </br> 0.78%
Aug-18-2024 to Aug-24-2024,ME,Grand Lake Seboeis,0.86,46.29646,-68.6503,1710508,2024-08-18,2024-08-24,Grand Lake Seboeis </br> 0.86%
