date_range,state,lake,chance_cyanoHAB,lat,lon,COMID,date_start,date_end,label
Nov-24-2024 to Nov-30-2024,CA,Lake Shastina,0.87,41.5206,-122.393,3917046,2024-11-24,2024-11-30,Lake Shastina </br> 0.87%
Nov-24-2024 to Nov-30-2024,CA,Camanche Reservoir,0.16,38.22138,-121.01,3950979,2024-11-24,2024-11-30,Camanche Reservoir </br> 0.16%
Nov-24-2024 to Nov-30-2024,OH,Clarence J Brown Reservoir,11.72,39.96826,-83.7308,3984810,2024-11-24,2024-11-30,Clarence J Brown Reservoir </br> 11.72%
Nov-24-2024 to Nov-30-2024,KY,Green River Lake,0.17,37.24829,-85.2918,3999688,2024-11-24,2024-11-30,Green River Lake </br> 0.17%
Nov-24-2024 to Nov-30-2024,SD,Bullhead Lake,12.47,45.43104,-96.7717,4082352,2024-11-24,2024-11-30,Bullhead Lake </br> 12.47%
Nov-24-2024 to Nov-30-2024,MN,Marsh Lake,4.18,45.19476,-96.1463,4083248,2024-11-24,2024-11-30,Marsh Lake </br> 4.18%
Nov-24-2024 to Nov-30-2024,MN,North Turtle Lake,5.04,46.30507,-95.8015,4098895,2024-11-24,2024-11-30,North Turtle Lake </br> 5.04%
Nov-24-2024 to Nov-30-2024,MN,Stalker Lake,0.08,46.20814,-95.8288,4099203,2024-11-24,2024-11-30,Stalker Lake </br> 0.08%
Nov-24-2024 to Nov-30-2024,MN,Eagle Lake,0.06,46.17086,-95.692,4099427,2024-11-24,2024-11-30,Eagle Lake </br> 0.06%
Nov-24-2024 to Nov-30-2024,MN,Tenmile Lake,0.05,46.12565,-95.9668,4099665,2024-11-24,2024-11-30,Tenmile Lake </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Lake Christina,6.85,46.09054,-95.7366,4099849,2024-11-24,2024-11-30,Lake Christina </br> 6.85%
Nov-24-2024 to Nov-30-2024,MN,Melby Lake,4.78,46.05746,-95.8024,4099945,2024-11-24,2024-11-30,Melby Lake </br> 4.78%
Nov-24-2024 to Nov-30-2024,MN,Perkins Lake,2.67,45.7004,-95.8618,4103107,2024-11-24,2024-11-30,Perkins Lake </br> 2.67%
Nov-24-2024 to Nov-30-2024,MN,Artichoke Lake,6.98,45.35486,-96.139,4104123,2024-11-24,2024-11-30,Artichoke Lake </br> 6.98%
Nov-24-2024 to Nov-30-2024,SD,Lake Alice,1.86,44.87791,-96.634,4110960,2024-11-24,2024-11-30,Lake Alice </br> 1.86%
Nov-24-2024 to Nov-30-2024,SD,Fish Lake,7.69,44.60143,-96.4773,4111236,2024-11-24,2024-11-30,Fish Lake </br> 7.69%
Nov-24-2024 to Nov-30-2024,MN,Long Lake,8.32,45.20314,-95.0347,4120278,2024-11-24,2024-11-30,Long Lake </br> 8.32%
Nov-24-2024 to Nov-30-2024,TX,Navarro Mills Lake,31.01,31.9495,-96.7454,4132531,2024-11-24,2024-11-30,Navarro Mills Lake </br> 31.01%
Nov-24-2024 to Nov-30-2024,MN,Dead Coon Lake,4.28,44.36219,-96.0962,4136948,2024-11-24,2024-11-30,Dead Coon Lake </br> 4.28%
Nov-24-2024 to Nov-30-2024,MN,Lake Benton,6.95,44.29177,-96.2407,4136984,2024-11-24,2024-11-30,Lake Benton </br> 6.95%
Nov-24-2024 to Nov-30-2024,MN,Lake Washington,14.12,44.25315,-93.8714,4141150,2024-11-24,2024-11-30,Lake Washington </br> 14.12%
Nov-24-2024 to Nov-30-2024,MN,Loon Lake,11.03,44.09894,-94.1772,4141942,2024-11-24,2024-11-30,Loon Lake </br> 11.03%
Nov-24-2024 to Nov-30-2024,NY,Neversink Reservoir,0.09,41.84256,-74.6554,4146742,2024-11-24,2024-11-30,Neversink Reservoir </br> 0.09%
Nov-24-2024 to Nov-30-2024,MT,Clark Canyon Reservoir,1.13,44.96929,-112.872,4167440,2024-11-24,2024-11-30,Clark Canyon Reservoir </br> 1.13%
Nov-24-2024 to Nov-30-2024,MT,Upper Red Rock Lake,0.09,44.61054,-111.723,4171142,2024-11-24,2024-11-30,Upper Red Rock Lake </br> 0.09%
Nov-24-2024 to Nov-30-2024,MN,Pelican Lake,8.43,45.22734,-93.7594,4250226,2024-11-24,2024-11-30,Pelican Lake </br> 8.43%
Nov-24-2024 to Nov-30-2024,MN,Lake Pulaski,0.32,45.19812,-93.8541,4250322,2024-11-24,2024-11-30,Lake Pulaski </br> 0.32%
Nov-24-2024 to Nov-30-2024,MN,Buffalo Lake,5.85,45.16295,-93.8936,4250428,2024-11-24,2024-11-30,Buffalo Lake </br> 5.85%
Nov-24-2024 to Nov-30-2024,MN,Waverly Lake,1.44,45.07419,-93.9713,4250568,2024-11-24,2024-11-30,Waverly Lake </br> 1.44%
Nov-24-2024 to Nov-30-2024,MN,Rice Lake,7.27,45.37442,-94.6213,4251354,2024-11-24,2024-11-30,Rice Lake </br> 7.27%
Nov-24-2024 to Nov-30-2024,MN,Lake Koronis,1.18,45.33563,-94.7093,4251408,2024-11-24,2024-11-30,Lake Koronis </br> 1.18%
Nov-24-2024 to Nov-30-2024,MN,Lake Monongalia,0.02,45.33425,-94.9499,4251422,2024-11-24,2024-11-30,Lake Monongalia </br> 0.02%
Nov-24-2024 to Nov-30-2024,MN,Lake Calhoun,0.11,45.27294,-94.8325,4251580,2024-11-24,2024-11-30,Lake Calhoun </br> 0.11%
Nov-24-2024 to Nov-30-2024,MN,Green Lake,0.05,45.25232,-94.9054,4251588,2024-11-24,2024-11-30,Green Lake </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Nest Lake,0.1,45.25987,-94.9673,4251590,2024-11-24,2024-11-30,Nest Lake </br> 0.1%
Nov-24-2024 to Nov-30-2024,MN,Marie Lake,0.02,45.25061,-94.2059,4251618,2024-11-24,2024-11-30,Marie Lake </br> 0.02%
Nov-24-2024 to Nov-30-2024,MN,Lake Francis,0.05,45.22107,-94.2607,4251680,2024-11-24,2024-11-30,Lake Francis </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Diamond Lake,4.87,45.18338,-94.8416,4251740,2024-11-24,2024-11-30,Diamond Lake </br> 4.87%
Nov-24-2024 to Nov-30-2024,MN,Lake Ripley,1.47,45.10674,-94.54,4251934,2024-11-24,2024-11-30,Lake Ripley </br> 1.47%
Nov-24-2024 to Nov-30-2024,MN,Lake Washington,0.33,45.06936,-94.3757,4252042,2024-11-24,2024-11-30,Lake Washington </br> 0.33%
Nov-24-2024 to Nov-30-2024,MN,Howard Lake,4.51,45.0722,-94.0692,4252056,2024-11-24,2024-11-30,Howard Lake </br> 4.51%
Nov-24-2024 to Nov-30-2024,MN,Lake Stella,0.09,45.06662,-94.419,4252072,2024-11-24,2024-11-30,Lake Stella </br> 0.09%
Nov-24-2024 to Nov-30-2024,MN,Collinwood Lake,9.21,45.05167,-94.2551,4252106,2024-11-24,2024-11-30,Collinwood Lake </br> 9.21%
Nov-24-2024 to Nov-30-2024,MN,Lake Minnie-Belle,0.12,45.03587,-94.5275,4252134,2024-11-24,2024-11-30,Lake Minnie-Belle </br> 0.12%
Nov-24-2024 to Nov-30-2024,ME,Baker Lake,0.5,46.26733,-69.9115,4290163,2024-11-24,2024-11-30,Baker Lake </br> 0.5%
Nov-24-2024 to Nov-30-2024,ME,Brassua Lake,0.17,45.66824,-69.8754,4290677,2024-11-24,2024-11-30,Brassua Lake </br> 0.17%
Nov-24-2024 to Nov-30-2024,MT,Whitetail Reservoir,0.72,46.07833,-112.273,4312274,2024-11-24,2024-11-30,Whitetail Reservoir </br> 0.72%
Nov-24-2024 to Nov-30-2024,MN,Lake Aaron,1.64,46.07237,-95.5846,4411912,2024-11-24,2024-11-30,Lake Aaron </br> 1.64%
Nov-24-2024 to Nov-30-2024,MN,Lake Moses,0.31,46.06109,-95.5987,4411926,2024-11-24,2024-11-30,Lake Moses </br> 0.31%
Nov-24-2024 to Nov-30-2024,MN,Chippewa Lake,0,45.99079,-95.5432,4412412,2024-11-24,2024-11-30,Chippewa Lake </br> 0%
Nov-24-2024 to Nov-30-2024,MN,Maple Lake,0.06,45.77808,-95.3709,4413176,2024-11-24,2024-11-30,Maple Lake </br> 0.06%
Nov-24-2024 to Nov-30-2024,MN,Lake Reno,0.72,45.7402,-95.4198,4413246,2024-11-24,2024-11-30,Lake Reno </br> 0.72%
Nov-24-2024 to Nov-30-2024,MN,Villard Lake,1.27,45.71165,-95.2922,4413350,2024-11-24,2024-11-30,Villard Lake </br> 1.27%
Nov-24-2024 to Nov-30-2024,MN,Amelia Lake,0.47,45.68685,-95.2904,4413390,2024-11-24,2024-11-30,Amelia Lake </br> 0.47%
Nov-24-2024 to Nov-30-2024,MN,Lake Minnewaska,0.07,45.61765,-95.4508,4413504,2024-11-24,2024-11-30,Lake Minnewaska </br> 0.07%
Nov-24-2024 to Nov-30-2024,MN,Lake Emily,1.74,45.5162,-95.6473,4413720,2024-11-24,2024-11-30,Lake Emily </br> 1.74%
Nov-24-2024 to Nov-30-2024,MN,Lake Johanna,3.2,45.46834,-95.2243,4415134,2024-11-24,2024-11-30,Lake Johanna </br> 3.2%
Nov-24-2024 to Nov-30-2024,MN,Norway Lake,12.04,45.32043,-95.1211,4415506,2024-11-24,2024-11-30,Norway Lake </br> 12.04%
Nov-24-2024 to Nov-30-2024,MN,Andrew Lake,0.18,45.30999,-95.0438,4415554,2024-11-24,2024-11-30,Andrew Lake </br> 0.18%
Nov-24-2024 to Nov-30-2024,MN,Florida Lake,0.28,45.25241,-95.057,4415632,2024-11-24,2024-11-30,Florida Lake </br> 0.28%
Nov-24-2024 to Nov-30-2024,TX,Lake Palestine,8.87,32.18816,-95.4743,4451216,2024-11-24,2024-11-30,Lake Palestine </br> 8.87%
Nov-24-2024 to Nov-30-2024,MO,Long Branch Lake,2,39.7965,-92.5156,4460822,2024-11-24,2024-11-30,Long Branch Lake </br> 2%
Nov-24-2024 to Nov-30-2024,MO,Thomas Hill Reservoir,0.22,39.60589,-92.6318,4460922,2024-11-24,2024-11-30,Thomas Hill Reservoir </br> 0.22%
Nov-24-2024 to Nov-30-2024,ID,Mud Lake,0.13,42.1332,-111.293,4472023,2024-11-24,2024-11-30,Mud Lake </br> 0.13%
Nov-24-2024 to Nov-30-2024,VT,Caspian Lake,0.21,44.5859,-72.3097,4586134,2024-11-24,2024-11-30,Caspian Lake </br> 0.21%
Nov-24-2024 to Nov-30-2024,VT,Lake Carmi,3.67,44.97217,-72.8751,4589969,2024-11-24,2024-11-30,Lake Carmi </br> 3.67%
Nov-24-2024 to Nov-30-2024,NH,Second Connecticut Lake,0.32,45.15512,-71.1721,4592019,2024-11-24,2024-11-30,Second Connecticut Lake </br> 0.32%
Nov-24-2024 to Nov-30-2024,NH,Connecticut Lakes,0.1,45.09196,-71.2481,4592043,2024-11-24,2024-11-30,Connecticut Lakes </br> 0.1%
Nov-24-2024 to Nov-30-2024,NH,Lake Francis,0.19,45.04275,-71.3301,4592065,2024-11-24,2024-11-30,Lake Francis </br> 0.19%
Nov-24-2024 to Nov-30-2024,VT,Maidstone Lake,0.22,44.6479,-71.6494,4592671,2024-11-24,2024-11-30,Maidstone Lake </br> 0.22%
Nov-24-2024 to Nov-30-2024,NH,Moore Reservoir,0.08,44.35825,-71.8248,4594507,2024-11-24,2024-11-30,Moore Reservoir </br> 0.08%
Nov-24-2024 to Nov-30-2024,VT,Great Averill Pond,0.14,44.98442,-71.7031,4599077,2024-11-24,2024-11-30,Great Averill Pond </br> 0.14%
Nov-24-2024 to Nov-30-2024,VT,Lake Salem,0.05,44.93036,-72.1058,4599579,2024-11-24,2024-11-30,Lake Salem </br> 0.05%
Nov-24-2024 to Nov-30-2024,VT,Lake Willoughby,0.14,44.7502,-72.0566,4599629,2024-11-24,2024-11-30,Lake Willoughby </br> 0.14%
Nov-24-2024 to Nov-30-2024,MN,Roosevelt Lake,0.07,46.80522,-93.9649,4616338,2024-11-24,2024-11-30,Roosevelt Lake </br> 0.07%
Nov-24-2024 to Nov-30-2024,MN,Emily Lake,7.27,46.72526,-93.9459,4616696,2024-11-24,2024-11-30,Emily Lake </br> 7.27%
Nov-24-2024 to Nov-30-2024,MN,Pine Mountain Lake,0.35,46.82371,-94.5331,4619272,2024-11-24,2024-11-30,Pine Mountain Lake </br> 0.35%
Nov-24-2024 to Nov-30-2024,MN,Lake Ada,0.03,46.82975,-94.3492,4619296,2024-11-24,2024-11-30,Lake Ada </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Pine River Reservoir,0.03,46.68946,-94.1948,4620258,2024-11-24,2024-11-30,Pine River Reservoir </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Upper Hay Lake,0.42,46.64267,-94.3026,4620672,2024-11-24,2024-11-30,Upper Hay Lake </br> 0.42%
Nov-24-2024 to Nov-30-2024,MN,Pelican Lake,0.03,46.57607,-94.1756,4620890,2024-11-24,2024-11-30,Pelican Lake </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Horseshoe Lake,0.08,46.58251,-94.1142,4621002,2024-11-24,2024-11-30,Horseshoe Lake </br> 0.08%
Nov-24-2024 to Nov-30-2024,PA,Raystown Lake,0.13,40.36437,-78.1025,4690013,2024-11-24,2024-11-30,Raystown Lake </br> 0.13%
Nov-24-2024 to Nov-30-2024,PA,Lake Aldred,0.25,39.77439,-76.2747,4726045,2024-11-24,2024-11-30,Lake Aldred </br> 0.25%
Nov-24-2024 to Nov-30-2024,MN,Pine Lake,0.06,48.06246,-90.1642,4792982,2024-11-24,2024-11-30,Pine Lake </br> 0.06%
Nov-24-2024 to Nov-30-2024,MN,Brule Lake,0.1,47.94058,-90.6824,4795750,2024-11-24,2024-11-30,Brule Lake </br> 0.1%
Nov-24-2024 to Nov-30-2024,MN,Devils Track Lake,0.1,47.82353,-90.4239,4796552,2024-11-24,2024-11-30,Devils Track Lake </br> 0.1%
Nov-24-2024 to Nov-30-2024,MN,Big Sand Lake,0.1,47.0634,-93.9703,4816421,2024-11-24,2024-11-30,Big Sand Lake </br> 0.1%
Nov-24-2024 to Nov-30-2024,MN,Portage Lake,0.77,47.34286,-94.3089,4817559,2024-11-24,2024-11-30,Portage Lake </br> 0.77%
Nov-24-2024 to Nov-30-2024,MN,Sucker Lakes,2.54,47.32918,-94.4257,4817601,2024-11-24,2024-11-30,Sucker Lakes </br> 2.54%
Nov-24-2024 to Nov-30-2024,MN,Sixmile Lake,0.23,47.31145,-94.1421,4817643,2024-11-24,2024-11-30,Sixmile Lake </br> 0.23%
Nov-24-2024 to Nov-30-2024,MN,Leech Lake,0.22,47.16226,-94.4053,4817675,2024-11-24,2024-11-30,Leech Lake </br> 0.22%
Nov-24-2024 to Nov-30-2024,MN,Lake Thirteen,0.02,47.29125,-94.5494,4817711,2024-11-24,2024-11-30,Lake Thirteen </br> 0.02%
Nov-24-2024 to Nov-30-2024,MN,Steamboat Lake,0.05,47.26459,-94.6589,4817769,2024-11-24,2024-11-30,Steamboat Lake </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Crooked Lake,0.04,47.24292,-94.5678,4817819,2024-11-24,2024-11-30,Crooked Lake </br> 0.04%
Nov-24-2024 to Nov-30-2024,MN,Garfield Lake,0.17,47.22677,-94.7479,4817823,2024-11-24,2024-11-30,Garfield Lake </br> 0.17%
Nov-24-2024 to Nov-30-2024,MN,Swamp Lake,0.1,47.21398,-94.644,4817841,2024-11-24,2024-11-30,Swamp Lake </br> 0.1%
Nov-24-2024 to Nov-30-2024,MN,Kabekona Lake,0.03,47.16353,-94.7591,4817931,2024-11-24,2024-11-30,Kabekona Lake </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Oak Lake,0.03,47.14042,-94.6574,4819397,2024-11-24,2024-11-30,Oak Lake </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Girl Lake,0.07,46.9535,-94.2768,4821587,2024-11-24,2024-11-30,Girl Lake </br> 0.07%
Nov-24-2024 to Nov-30-2024,MN,Inguadona Lake/Rice Lake,0.03,46.96325,-94.1403,4821725,2024-11-24,2024-11-30,Inguadona Lake/Rice Lake </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Webb Lake,0.04,46.9564,-94.414,4821741,2024-11-24,2024-11-30,Webb Lake </br> 0.04%
Nov-24-2024 to Nov-30-2024,MN,Little Boy Lake,0.02,46.94303,-94.19,4821857,2024-11-24,2024-11-30,Little Boy Lake </br> 0.02%
Nov-24-2024 to Nov-30-2024,MN,Birch Lake,0.04,46.93869,-94.5454,4821881,2024-11-24,2024-11-30,Birch Lake </br> 0.04%
Nov-24-2024 to Nov-30-2024,MN,Boss Lake,0.03,46.91649,-94.4731,4821997,2024-11-24,2024-11-30,Boss Lake </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Wabedo Lake,0.03,46.90828,-94.2154,4822083,2024-11-24,2024-11-30,Wabedo Lake </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Black Water Lake,0.05,46.90866,-94.3049,4822095,2024-11-24,2024-11-30,Black Water Lake </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Round Lake,0.61,47.60069,-93.3608,4831058,2024-11-24,2024-11-30,Round Lake </br> 0.61%
Nov-24-2024 to Nov-30-2024,MN,Buck Lake,0.67,47.53787,-93.188,4831412,2024-11-24,2024-11-30,Buck Lake </br> 0.67%
Nov-24-2024 to Nov-30-2024,MN,Trout Lake,0.05,47.46094,-93.5529,4833160,2024-11-24,2024-11-30,Trout Lake </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Wabana Lake,0.05,47.42229,-93.5227,4833388,2024-11-24,2024-11-30,Wabana Lake </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Swan Lake,0.24,47.30015,-93.1839,4834066,2024-11-24,2024-11-30,Swan Lake </br> 0.24%
Nov-24-2024 to Nov-30-2024,MN,Shoal Lake,7.95,47.3024,-93.5725,4834134,2024-11-24,2024-11-30,Shoal Lake </br> 7.95%
Nov-24-2024 to Nov-30-2024,MN,Trout Lake,0.05,47.25978,-93.4049,4834232,2024-11-24,2024-11-30,Trout Lake </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Split Hand Lake,4.17,47.06038,-93.4854,4835034,2024-11-24,2024-11-30,Split Hand Lake </br> 4.17%
Nov-24-2024 to Nov-30-2024,MN,Prairie Lake,0.95,46.79132,-92.9048,4838796,2024-11-24,2024-11-30,Prairie Lake </br> 0.95%
Nov-24-2024 to Nov-30-2024,MN,Thunder Lake,0.09,46.95265,-93.9741,4839500,2024-11-24,2024-11-30,Thunder Lake </br> 0.09%
Nov-24-2024 to Nov-30-2024,MN,Lake Minnewawa,0.44,46.70873,-93.2639,4840066,2024-11-24,2024-11-30,Lake Minnewawa </br> 0.44%
Nov-24-2024 to Nov-30-2024,MN,Round Lake,0.07,46.69644,-93.1925,4840114,2024-11-24,2024-11-30,Round Lake </br> 0.07%
Nov-24-2024 to Nov-30-2024,MN,Esquagamah Lake,5.22,46.7394,-93.6932,4851955,2024-11-24,2024-11-30,Esquagamah Lake </br> 5.22%
Nov-24-2024 to Nov-30-2024,MN,Waukenabo Lake,2.45,46.73531,-93.6216,4851965,2024-11-24,2024-11-30,Waukenabo Lake </br> 2.45%
Nov-24-2024 to Nov-30-2024,MN,Round Lake,0.36,46.72638,-93.6526,4851981,2024-11-24,2024-11-30,Round Lake </br> 0.36%
Nov-24-2024 to Nov-30-2024,MN,Upper Mission Lake,0.45,46.55453,-94.0735,4854979,2024-11-24,2024-11-30,Upper Mission Lake </br> 0.45%
Nov-24-2024 to Nov-30-2024,MN,Serpent Lake,0.07,46.48039,-93.9245,4855685,2024-11-24,2024-11-30,Serpent Lake </br> 0.07%
Nov-24-2024 to Nov-30-2024,MN,Ripple Lake,1.91,46.46615,-93.6831,4855703,2024-11-24,2024-11-30,Ripple Lake </br> 1.91%
Nov-24-2024 to Nov-30-2024,MN,Farm Island Lake,0.37,46.42207,-93.7721,4855949,2024-11-24,2024-11-30,Farm Island Lake </br> 0.37%
Nov-24-2024 to Nov-30-2024,MN,Nokay Lake,0.73,46.37863,-93.9637,4856147,2024-11-24,2024-11-30,Nokay Lake </br> 0.73%
Nov-24-2024 to Nov-30-2024,MN,Bass Lake,0.03,46.4907,-94.1403,4857069,2024-11-24,2024-11-30,Bass Lake </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Upper South Long Lake,0.41,46.31034,-94.0376,4857623,2024-11-24,2024-11-30,Upper South Long Lake </br> 0.41%
Nov-24-2024 to Nov-30-2024,MN,South Long Lake,1.42,46.28056,-94.0856,4857683,2024-11-24,2024-11-30,South Long Lake </br> 1.42%
Nov-24-2024 to Nov-30-2024,MN,Big Swan Lake,1.93,45.88436,-94.7517,4859143,2024-11-24,2024-11-30,Big Swan Lake </br> 1.93%
Nov-24-2024 to Nov-30-2024,UT,Joes Valley Reservoir,0.19,39.29327,-111.28,4876219,2024-11-24,2024-11-30,Joes Valley Reservoir </br> 0.19%
Nov-24-2024 to Nov-30-2024,UT,Johnson Valley Reservoir,0.67,38.60957,-111.645,4899751,2024-11-24,2024-11-30,Johnson Valley Reservoir </br> 0.67%
Nov-24-2024 to Nov-30-2024,UT,Fish Lake,0.06,38.54808,-111.71,4899761,2024-11-24,2024-11-30,Fish Lake </br> 0.06%
Nov-24-2024 to Nov-30-2024,MN,Mantrap Lake,0.06,47.07077,-94.9127,4936611,2024-11-24,2024-11-30,Mantrap Lake </br> 0.06%
Nov-24-2024 to Nov-30-2024,MN,Lake Belle Taine,0.14,46.94354,-94.887200000000007,4940835,2024-11-24,2024-11-30,Lake Belle Taine </br> 0.14%
Nov-24-2024 to Nov-30-2024,MN,Lower Cullen Lake,0.03,46.5448,-94.2787,4942039,2024-11-24,2024-11-30,Lower Cullen Lake </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Shell Lake,0.12,46.94617,-95.4467,4943483,2024-11-24,2024-11-30,Shell Lake </br> 0.12%
Nov-24-2024 to Nov-30-2024,MN,Mud Lake,0.06,46.95509,-95.0632,4945805,2024-11-24,2024-11-30,Mud Lake </br> 0.06%
Nov-24-2024 to Nov-30-2024,MN,Lake Hubert,0.01,46.48652,-94.267,4946183,2024-11-24,2024-11-30,Lake Hubert </br> 0.01%
Nov-24-2024 to Nov-30-2024,MN,Round Lake,0.01,46.45769,-94.2829,4946249,2024-11-24,2024-11-30,Round Lake </br> 0.01%
Nov-24-2024 to Nov-30-2024,MN,North Long Lake,0.01,46.43832,-94.2417,4946253,2024-11-24,2024-11-30,North Long Lake </br> 0.01%
Nov-24-2024 to Nov-30-2024,MN,Rice Portage Lake,0.03,46.85453,-94.4237,4955292,2024-11-24,2024-11-30,Rice Portage Lake </br> 0.03%
Nov-24-2024 to Nov-30-2024,MN,Wolf Lake,0.24,46.82418,-95.3857,4956852,2024-11-24,2024-11-30,Wolf Lake </br> 0.24%
Nov-24-2024 to Nov-30-2024,MN,Shamineau Lake,0.04,46.25443,-94.6047,4963129,2024-11-24,2024-11-30,Shamineau Lake </br> 0.04%
Nov-24-2024 to Nov-30-2024,MN,Lake Alexander,0.07,46.20752,-94.5415,4963177,2024-11-24,2024-11-30,Lake Alexander </br> 0.07%
Nov-24-2024 to Nov-30-2024,MN,Fish Trap Lake,0.42,46.21198,-94.6177,4963181,2024-11-24,2024-11-30,Fish Trap Lake </br> 0.42%
Nov-24-2024 to Nov-30-2024,MN,Lake Irene,0.18,46.06113,-95.3074,4964681,2024-11-24,2024-11-30,Lake Irene </br> 0.18%
Nov-24-2024 to Nov-30-2024,MN,Lake Miltona,0.05,46.04088,-95.369,4964689,2024-11-24,2024-11-30,Lake Miltona </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Lake Carlos,0.01,45.96522,-95.359,4966535,2024-11-24,2024-11-30,Lake Carlos </br> 0.01%
Nov-24-2024 to Nov-30-2024,MN,Lake Le Homme Dieu,0.01,45.92846,-95.3487,4966599,2024-11-24,2024-11-30,Lake Le Homme Dieu </br> 0.01%
Nov-24-2024 to Nov-30-2024,MN,Lake Darling,0.01,45.91935,-95.3968,4966619,2024-11-24,2024-11-30,Lake Darling </br> 0.01%
Nov-24-2024 to Nov-30-2024,MN,Lake Mary,0.02,45.82654,-95.4783,4966777,2024-11-24,2024-11-30,Lake Mary </br> 0.02%
Nov-24-2024 to Nov-30-2024,MN,Lake Andrew,0.01,45.82077,-95.4222,4966827,2024-11-24,2024-11-30,Lake Andrew </br> 0.01%
Nov-24-2024 to Nov-30-2024,MN,Sullivan Lake,0.08,46.15291,-93.9306,4970199,2024-11-24,2024-11-30,Sullivan Lake </br> 0.08%
Nov-24-2024 to Nov-30-2024,MN,Little Rock Lake,16.06,45.73166,-94.1688,4971777,2024-11-24,2024-11-30,Little Rock Lake </br> 16.06%
Nov-24-2024 to Nov-30-2024,MN,Sauk Lake,2.25,45.784910000000004,-94.9361,4978558,2024-11-24,2024-11-30,Sauk Lake </br> 2.25%
Nov-24-2024 to Nov-30-2024,MN,Big Birch Lake,0.05,45.77879,-94.7497,4978640,2024-11-24,2024-11-30,Big Birch Lake </br> 0.05%
Nov-24-2024 to Nov-30-2024,MN,Lake Osakis,1.77,45.90299,-95.1172,4980330,2024-11-24,2024-11-30,Lake Osakis </br> 1.77%
Nov-24-2024 to Nov-30-2024,MN,Grand Lake,1.15,45.43684,-94.3369,4981198,2024-11-24,2024-11-30,Grand Lake </br> 1.15%
Nov-24-2024 to Nov-30-2024,MN,Pearl Lake,3.48,45.399,-94.3063,4981268,2024-11-24,2024-11-30,Pearl Lake </br> 3.48%
Nov-24-2024 to Nov-30-2024,ME,Grand Lake,0.05,45.71273,-67.7984,5194604,2024-11-24,2024-11-30,Grand Lake </br> 0.05%
Nov-24-2024 to Nov-30-2024,ME,Brackett Lake,0.15,45.74557,-67.8607,5194620,2024-11-24,2024-11-30,Brackett Lake </br> 0.15%
Nov-24-2024 to Nov-30-2024,ME,Spednic Lake,0.08,45.60715,-67.5866,5194634,2024-11-24,2024-11-30,Spednic Lake </br> 0.08%
Nov-24-2024 to Nov-30-2024,ME,East Musquash Lake,0.07,45.40914,-67.8006,5195104,2024-11-24,2024-11-30,East Musquash Lake </br> 0.07%
Nov-24-2024 to Nov-30-2024,ME,Pleasant Lake,0.04,45.35434,-67.9192,5195160,2024-11-24,2024-11-30,Pleasant Lake </br> 0.04%
Nov-24-2024 to Nov-30-2024,ME,West Musquash Lake,0.07,45.33495,-67.8322,5195184,2024-11-24,2024-11-30,West Musquash Lake </br> 0.07%
Nov-24-2024 to Nov-30-2024,ME,Big Lake,0.13,45.25976,-67.537,5195222,2024-11-24,2024-11-30,Big Lake </br> 0.13%
Nov-24-2024 to Nov-30-2024,ME,Lewy Lake,0.06,45.17621,-67.6745,5195294,2024-11-24,2024-11-30,Lewy Lake </br> 0.06%
Nov-24-2024 to Nov-30-2024,ME,Wabassus Lake,0.12,45.15288,-67.8832,5195346,2024-11-24,2024-11-30,Wabassus Lake </br> 0.12%
Nov-24-2024 to Nov-30-2024,ME,Upper Sysladobsis Lake,0.07,45.3018,-68.1259,5197464,2024-11-24,2024-11-30,Upper Sysladobsis Lake </br> 0.07%
Nov-24-2024 to Nov-30-2024,ME,Alford Lake,0.36,44.23736,-69.2158,5202150,2024-11-24,2024-11-30,Alford Lake </br> 0.36%
Nov-24-2024 to Nov-30-2024,ME,Damariscotta lake,0.06,44.14691,-69.4864,5202226,2024-11-24,2024-11-30,Damariscotta lake </br> 0.06%
Nov-24-2024 to Nov-30-2024,ME,Pemaquid Pond,0.17,44.05099,-69.4521,5202348,2024-11-24,2024-11-30,Pemaquid Pond </br> 0.17%
Nov-24-2024 to Nov-30-2024,ME,Sheepscot Pond,0.2,44.3617,-69.4304,5203442,2024-11-24,2024-11-30,Sheepscot Pond </br> 0.2%
